S_at_quit,PE_tots,practime_final,quit_label,logit-Skill
0.7987378869263919,251,64.56940498049946,1,1.3784247368663667
3.468158133838294e-06,43,94.68767007824066,1,-12.5718834339288
0.472324724642371,232,108.3066752194173,1,-0.11081436074258642
0.5644238066777741,1194,500.0,0,0.2591356626420921
0.8175401785152527,670,187.0622411868406,1,1.4997700570579322
0.5027946066529251,946,382.293390873825,1,0.011178543015976287
5.836910985652046e-11,65,154.74496292906923,1,-23.564234306787544
0.4734517170266718,731,362.0310027403508,1,-0.10629309587152962
0.7794680815021283,352,126.59373805427394,1,1.2625693007567311
0.5797380383532615,208,104.74703458881957,1,0.3216981084480686
0.8012036393768809,85,37.3053083392227,1,1.3938341588586858
0.5022899485775435,1294,500.0,0,0.009159858354606778
0.00028080144846581473,35,86.0399391261827,1,-8.177581886591307
0.00042914011635601955,9,34.70752187898109,1,-7.753297848586378
0.5362444376180742,915,500.0,0,0.1452324892439712
0.9302785476709543,321,106.14497396136518,1,2.590976003610551
0.7764228330187779,535,201.97570276378275,1,1.2449406390982922
0.6738289877450363,351,174.58846159919685,1,0.7255545300435575
0.8614576273121288,991,257.3625037133081,1,1.8274496511565594
0.47697486793385346,867,377.83322546215686,1,-0.09216571484354996
0.6646493284165377,916,297.49219801436664,1,0.6840828107031586
0.010418401332420184,5,20.887816942412424,1,-4.553708624625507
0.9578572668290115,335,96.30894014514419,1,3.1236365105118966
0.9385813491812592,293,111.08566154685532,1,2.72665598398094
0.6100673474508678,397,174.28299766778136,1,0.4475953182899295
0.9192700713964869,156,55.14811465034187,1,2.432470585457746
0.010472634148543655,19,57.39345592832518,1,-4.548461837544449
0.45402899554093873,1213,500.0,0,-0.18440480611621926
0.4969711431809713,1218,500.0,0,-0.01211557547485817
0.9459555173285032,209,82.6413724926528,1,2.8623880854531376
0.617752689594668,25,8.12180087456698,1,0.48002039014990777
0.6719171922889893,229,88.40694392063219,1,0.7168690681153888
0.8297309169147402,1203,424.98746363348954,1,1.5837214243846547
0.5459967748659658,1375,500.0,0,0.18450876705299446
0.5123910916576593,24,10.709339752424103,1,0.04957451713242516
0.5751488944221739,862,287.79611028912024,1,0.3028901863733745
0.13741639732210886,2,1.3483134976102422,1,-1.8369163621368243
0.731813154430217,725,210.02910314350504,1,1.0038413053157584
0.7842454564994827,1021,305.204178316887,1,1.2905806647797582
0.6160078118287666,1310,500.0,0,0.47263743591659596
0.5925540047549377,300,110.81473948846313,1,0.37453361922888845
0.8782226095823596,1622,491.0651042023047,1,1.9757053938747764
0.5893096375621434,1476,500.0,0,0.361112191462316
0.8247548095242965,1168,500.0,0,1.54890005983768
0.20162782562307568,3,2.576152979079004,1,-1.3761513220608346
0.5895760447632821,634,248.84933973652883,1,0.36221304779515895
0.8612153688726636,1917,500.0,0,1.8254212960181615
0.4879899520795209,509,255.5176115048194,1,-0.04804943405144035
0.7272995818502482,1367,500.0,0,0.9809646490065206
0.0019645437466830856,10,27.835169400324798,1,-6.230528774610522
0.6481088290272125,1473,436.88732722829315,1,0.6107366738591741
0.7271196761598038,664,185.0860752324802,1,0.9800577555774582
0.5207036923593197,30,18.18955503201292,1,0.08286214880276452
0.8161028399479945,91,37.63202384182743,1,1.4901636877729223
0.961863521783796,119,41.90077477147808,1,3.2277013137719823
0.8882289026394024,290,79.91457700510199,1,2.072776476643109
0.6176448445822882,1121,500.0,0,0.47956370421774197
0.8319617202934199,999,323.63610384428205,1,1.5995946216555623
0.9070976489189007,1653,500.0,0,2.2787011525981256
0.7277215543007403,835,268.5450738084307,1,0.9830932545774309
0.4433461862862034,1009,436.24947424906185,1,-0.2275926035887845
0.6801341024446179,1670,474.4768678008986,1,0.7543881503843886
