"username","total_count","earliest","latest","career_length","play_freq","percent_rapid","percent_Blitz","percent_bullet","percent_classic","percent_puzzle"
"pilarburgos",5,2016-08-08,2021-02-07,1645,0.00303951367781155,0.2,0.2,0,0.6,0.2
"plattynum1",4,2016-08-08,2016-09-01,25,0.16,0,0,0,1,0
"shadowye",2,2016-08-08,2016-08-09,2,1,0,1,0,0,0
"sowiesound",291,2016-08-08,2023-01-12,2349,0.123882503192848,0,0.611683848797251,0.264604810996564,0.206185567010309,0
"squibji",2,2016-08-08,2021-11-08,1919,0.00104220948410631,0,0.5,0,0.5,0
"statmak",292,2016-08-08,2024-05-25,2848,0.10252808988764,0.13013698630137,0.664383561643836,0.0273972602739726,0.0547945205479452,0.188356164383562
"teresa3",2934,2016-08-08,2024-10-10,2986,0.982585398526457,0.00238582140422631,0.0504430811179277,0.005453306066803,0.000681663258350375,0.11826857532379
"timothycheung00",6,2016-08-08,2017-03-02,207,0.0289855072463768,0,0.666666666666667,0.5,0.166666666666667,0
"Alfredo1997",1,2016-08-09,2016-08-09,1,1,0,0,0,1,0
"Alladin51",15,2016-08-09,2016-12-25,139,0.107913669064748,0,0.4,0.133333333333333,0.933333333333333,0
"Aydin1139",1,2016-08-09,2016-08-09,1,1,0,1,0,0,0
"EdEd2812",19,2016-08-09,2017-03-03,207,0.0917874396135266,0,0.157894736842105,0,1,0
"Eumesmo97",1,2016-08-09,2016-08-09,1,1,0,0,0,1,0
"JAYelamo",53,2016-08-09,2021-09-07,1856,0.0285560344827586,0.283018867924528,0.679245283018868,0.245283018867925,0.207547169811321,0.0566037735849057
"JanStehlik",4,2016-08-09,2016-08-17,9,0.444444444444444,0,0.5,0,1,0
"Jemo93",104,2016-08-09,2024-02-14,2746,0.0378732702112163,0.0480769230769231,0.259615384615385,0.894230769230769,0,0.00961538461538462
"JordanKipling",17,2016-08-09,2016-11-11,95,0.178947368421053,0,0,0,0.941176470588235,0
"Kevin01",7,2016-08-09,2016-09-12,35,0.2,0,0,0,1,0
"Kokro",6,2016-08-09,2020-04-24,1355,0.0044280442804428,0,0,0,0.333333333333333,0.666666666666667
"Krelia",1,2016-08-09,2016-08-09,1,1,0,0,0,1,0
"OdDirtyBadass",131,2016-08-09,2017-08-08,365,0.358904109589041,0,0.221374045801527,0,0.778625954198473,0
"Perregriney",1,2016-08-09,2016-08-09,1,1,0,1,0,1,0
"RTAilya",1,2016-08-09,2016-08-09,1,1,0,0,0,1,0
"Ramya1993",1,2016-08-09,2016-08-09,1,1,0,0,1,1,0
"RobTII",3,2016-08-09,2019-07-01,1057,0.00283822138126774,0.333333333333333,0.666666666666667,0.666666666666667,0,0
"SKFallen",83,2016-08-09,2016-12-20,134,0.619402985074627,0,0.975903614457831,0.397590361445783,0.204819277108434,0
"SV_17",10,2016-08-09,2017-02-21,197,0.050761421319797,0,0.2,0,0.9,0
"TahaBayati",11,2016-08-09,2016-08-24,16,0.6875,0,0.181818181818182,0,0.909090909090909,0
"Tarek_Yahia",1,2016-08-09,2016-08-09,1,1,0,0,0,1,0
"Visnupadaja",1062,2016-08-09,2023-07-10,2527,0.420261179263949,0.00470809792843691,0.431261770244821,0.000941619585687382,0.0903954802259887,0.525423728813559
"a7med01015",2,2016-08-09,2016-08-12,4,0.5,0,0,0,0.5,0
"alessiodimatteo",2104,2016-08-09,2024-10-09,2984,0.705093833780161,0.0546577946768061,0.961026615969582,0.0879277566539924,0.110266159695817,0.00522813688212928
"anilatakisi31reis",1,2016-08-09,2016-08-09,1,1,0,1,0,0,0
"antonyaf11",1,2016-08-09,2016-08-09,1,1,0,0,0,1,0
"arave89",2,2016-08-09,2017-08-11,368,0.00543478260869565,0,1,0,0,0
"ballinout",1,2016-08-09,2016-08-09,1,1,0,0,1,0,0
"elkobra",1,2016-08-09,2016-08-09,1,1,0,1,0,0,0
"elmerpkatz",1072,2016-08-09,2024-09-10,2955,0.362774957698816,0.417910447761194,0.842350746268657,0.0923507462686567,0.156716417910448,0.000932835820895522
"greend",352,2016-08-09,2019-10-23,1171,0.300597779675491,0.392045454545455,0.00284090909090909,0.00568181818181818,0.613636363636364,0
"hkgg",2,2016-08-09,2016-08-10,2,1,0,0.5,0,1,0
"hozerty35",1,2016-08-09,2016-08-09,1,1,0,1,0,0,0
"iKnrchy",1,2016-08-09,2016-08-09,1,1,0,0,0,0,0
"igla82",81,2016-08-09,2021-05-24,1750,0.0462857142857143,0.0123456790123457,0.0123456790123457,0.0123456790123457,0.0123456790123457,0.962962962962963
"ip73",20,2016-08-09,2016-09-15,38,0.526315789473684,0,0.15,0,0.95,0
"juanitopito",3,2016-08-09,2016-08-12,4,0.75,0,0,0,1,0
"kolyan123",23,2016-08-09,2016-10-27,80,0.2875,0,0,0,1,0
"luckylooser13",167,2016-08-09,2018-08-23,745,0.224161073825503,0,0.850299401197605,0.0179640718562874,0.251497005988024,0
"max_0_max",1,2016-08-09,2016-08-09,1,1,0,0,0,1,0
"mechemsti",644,2016-08-09,2024-09-29,2974,0.216543375924681,0.0031055900621118,0.161490683229814,0.228260869565217,0.0015527950310559,0.642857142857143
"mr28",5,2016-08-09,2016-09-11,34,0.147058823529412,0,1,0,0,0
"mystroyer",45,2016-08-09,2018-06-11,672,0.0669642857142857,0.311111111111111,0.822222222222222,0.177777777777778,0.466666666666667,0
"p1rx",605,2016-08-09,2023-11-04,2644,0.228819969742814,0.309090909090909,0.624793388429752,0,0.0727272727272727,0.0942148760330579
"pochocha",1,2016-08-09,2016-08-09,1,1,0,0,0,1,0
"points",2,2016-08-09,2017-03-17,221,0.00904977375565611,0,0,0.5,0.5,0
"psi6516",158,2016-08-09,2017-04-21,256,0.6171875,0,1,0,0.00632911392405063,0
"sturshel",13,2016-08-09,2016-08-22,14,0.928571428571429,0,0,0,1,0
"vache1212",1,2016-08-09,2016-08-09,1,1,0,0,1,0,0
"yves55",6,2016-08-09,2016-08-20,12,0.5,0,0,0,0.166666666666667,0
"zizou05084",191,2016-08-09,2022-08-20,2203,0.0866999546073536,0.93717277486911,0.0680628272251309,0.00523560209424084,0.0104712041884817,0.0418848167539267
"Akkim",1145,2016-08-10,2024-10-01,2975,0.384873949579832,0.0663755458515284,0.779039301310044,0.307423580786026,0.0480349344978166,0.141484716157205
"Aleksandra_2407",2,2016-08-10,2016-08-11,2,1,0,1,0,1,0
"Amazing_FM",15,2016-08-10,2016-12-28,141,0.106382978723404,0,0,0.466666666666667,0.533333333333333,0
"ArcSinX",736,2016-08-10,2024-10-10,2984,0.246648793565684,0.014945652173913,0.14945652173913,0.862771739130435,0.00135869565217391,0.0122282608695652
"Chrisasdf",14,2016-08-10,2016-11-06,89,0.157303370786517,0,0.428571428571429,0.0714285714285714,1,0
"Colombiajjkkk",5,2016-08-10,2016-10-21,73,0.0684931506849315,0,0.2,0,0,0
"DARYA20016",6,2016-08-10,2016-08-15,6,1,0,1,0,0.333333333333333,0
"FT70",685,2016-08-10,2023-10-12,2620,0.261450381679389,0.185401459854015,0.691970802919708,0,0.0204379562043796,0.00875912408759124
"Fenginazman",22,2016-08-10,2023-10-26,2634,0.00835231586940015,0.0454545454545455,0.0454545454545455,0.136363636363636,0.0454545454545455,0.727272727272727
"GanrGanr1",60,2016-08-10,2016-12-13,126,0.476190476190476,0,0,0,0.983333333333333,0
"Hanopolskyi",5,2016-08-10,2021-12-14,1953,0.00256016385048643,0,0,0,1,0
"KakaIUka",1,2016-08-10,2016-08-10,1,1,0,1,0,0,0
"Kayzon",10,2016-08-10,2016-11-13,96,0.104166666666667,0,0.2,0.1,1,0
"Kergariou",8,2016-08-10,2018-04-04,603,0.0132669983416252,0,0,0,0,0
"LanunOffSea",326,2016-08-10,2023-09-27,2605,0.125143953934741,0.217791411042945,0.855828220858896,0.00306748466257669,0,0.0337423312883436
"Lavi743",1073,2016-08-10,2024-10-06,2980,0.36006711409396,0.0959925442684063,0.292637465051258,0.737185461323392,0.0438024231127679,0.268406337371855
"MILUIS",29,2016-08-10,2016-11-18,101,0.287128712871287,0,0.310344827586207,0.0344827586206897,0.896551724137931,0
"Marcosz",459,2016-08-10,2024-07-12,2894,0.15860400829302,0.396514161220044,0.285403050108932,0.435729847494553,0.111111111111111,0.0239651416122004
"Mikiad98",1704,2016-08-10,2024-09-30,2974,0.572965702757229,0.00704225352112676,0.278169014084507,0.838028169014085,0.011150234741784,0.107981220657277
"MingYu4Ever",18,2016-08-10,2016-10-29,81,0.222222222222222,0,0.444444444444444,0.0555555555555556,0.833333333333333,0
"Miralf",1,2016-08-10,2016-08-10,1,1,0,0,0,1,0
"Mohamed_Said",1,2016-08-10,2016-08-10,1,1,0,0,1,0,0
"OAMora",837,2016-08-10,2024-09-25,2969,0.281913102054564,0.318996415770609,0.551971326164875,0.038231780167264,0.166069295101553,0.216248506571087
"Paragormon",347,2016-08-10,2024-10-10,2984,0.116286863270777,0,1,0.00576368876080692,0,0
"Pellervo",1,2016-08-10,2016-08-10,1,1,0,0,0,1,0
"Santana256",1,2016-08-10,2016-08-10,1,1,0,0,0,1,0
"ValeriyTLT",881,2016-08-10,2024-10-09,2983,0.29534026148173,0,0,0,0.076049943246311,0.940976163450624
"VirussXX",1579,2016-08-10,2024-10-10,2984,0.529155495978552,0.0012666244458518,0.99683343888537,0.000633312222925902,0.00316656111462951,0
"abdoxmedo",4,2016-08-10,2016-08-15,6,0.666666666666667,0,0,0.5,0.75,0
"abdozaoujal",2,2016-08-10,2016-08-17,8,0.25,0,0.5,0,0.5,0
"akifyilmaz17",1,2016-08-10,2016-08-10,1,1,0,0,0,1,0
"arckhi",278,2016-08-10,2024-06-19,2871,0.0968303726924417,0.381294964028777,0.446043165467626,0.233812949640288,0.172661870503597,0.298561151079137
"daVinci21",2,2016-08-10,2019-12-22,1230,0.0016260162601626,0,1,0.5,0,0
"devilstoorm",1,2016-08-10,2016-08-10,1,1,0,1,0,0,0
"dsl",56,2016-08-10,2023-12-30,2699,0.0207484253427195,0.339285714285714,0.392857142857143,0.0714285714285714,0.410714285714286,0
"espritim",1,2016-08-10,2016-08-10,1,1,0,1,0,0,0
"fuzzyjustinjr",325,2016-08-10,2024-04-05,2796,0.11623748211731,0.304615384615385,0.593846153846154,0.0984615384615385,0.00307692307692308,0.261538461538462
"jeff544",344,2016-08-10,2023-12-23,2692,0.12778603268945,0.145348837209302,0.311046511627907,0,0.48546511627907,0.319767441860465
"khaledmka",8,2016-08-10,2016-08-17,8,1,0,0.25,0,1,0
"kitin",1,2016-08-10,2016-08-10,1,1,0,0,1,0,0
"knightbr",3,2016-08-10,2019-11-22,1200,0.0025,0,0.666666666666667,0,0.333333333333333,0
"kubapila",1,2016-08-10,2016-08-10,1,1,0,1,0,0,0
"lagosto",1,2016-08-10,2016-08-10,1,1,0,1,0,0,0
"marlguatz",374,2016-08-10,2018-04-30,629,0.594594594594595,0.0053475935828877,0.681818181818182,0.377005347593583,0.0454545454545455,0
"matsum1986",298,2016-08-10,2018-03-17,585,0.509401709401709,0,0.979865771812081,0.0738255033557047,0.0167785234899329,0
"pnic",28,2016-08-10,2017-04-26,260,0.107692307692308,0,0.678571428571429,0.0357142857142857,0.321428571428571,0
"raulpirolli",870,2016-08-10,2024-10-08,2982,0.291750503018109,0,0.297701149425287,0.845977011494253,0.00804597701149425,0.183908045977011
"rf12345",77,2016-08-10,2021-11-25,1934,0.0398138572905894,0.25974025974026,0.74025974025974,0.038961038961039,0.012987012987013,0
"rockybiris",378,2016-08-10,2018-04-30,629,0.600953895071542,0.0158730158730159,0.312169312169312,0.113756613756614,0.849206349206349,0
"rubenchikk",619,2016-08-10,2024-03-10,2770,0.223465703971119,0.219709208400646,0.741518578352181,0.313408723747981,0,0.0193861066235864
"sa7ilhom",2,2016-08-10,2016-08-13,4,0.5,0,0.5,0,0.5,0
"sc0rp",1,2016-08-10,2016-08-10,1,1,0,0,0,1,0
"szachowy_szkot",10,2016-08-10,2016-08-21,12,0.833333333333333,0,1,0.5,0.8,0
"tarikk5",240,2016-08-10,2018-01-08,517,0.4642166344294,0.0833333333333333,0.0125,0,0.9125,0
"tokirus",1,2016-08-10,2016-08-10,1,1,0,0,0,0,0
"Abzaaa",32,2016-08-11,2017-01-10,153,0.209150326797386,0,0.9375,0.25,0.875,0
"Arielmatias",8,2016-08-11,2016-10-12,63,0.126984126984127,0,0.375,0.25,0.625,0
"Azzzart",2,2016-08-11,2016-08-12,2,1,0,0.5,0,1,0
"BelphegorPrime",2,2016-08-11,2016-08-12,2,1,0,1,0,0,0
"Bishoynozhey",2,2016-08-11,2016-08-14,4,0.5,0,0.5,0.5,1,0
"CheapSteve",961,2016-08-11,2024-09-29,2972,0.323351278600269,0.00624349635796046,0.0124869927159209,0,0.998959417273673,0.00104058272632674
"EdRage",1352,2016-08-11,2024-10-09,2982,0.453386988598256,0.100591715976331,0.949704142011834,0.0961538461538462,0.173816568047337,0.000739644970414201
"Felhabs",3,2016-08-11,2016-09-14,35,0.0857142857142857,0,0,0,0.333333333333333,0
"Incubator",1,2016-08-11,2016-08-11,1,1,0,0,1,0,0
"JDMaster",4,2016-08-11,2016-08-22,12,0.333333333333333,0,0.5,1,0,0
"Jagger666",1,2016-08-11,2016-08-11,1,1,0,1,0,1,0
"Jah_Lion",1933,2016-08-11,2024-10-10,2983,0.648005363727791,0,0.463528194516296,0.573202276254527,0.000517330574236937,0.0253491981376099
"Jays03",969,2016-08-11,2019-12-06,1213,0.798845836768343,0,0.997936016511868,0,0,0
"Jofraba1982",3,2016-08-11,2020-12-04,1577,0.00190234622701332,0.666666666666667,0.333333333333333,0,0.333333333333333,0
"Julianamal",2,2016-08-11,2016-08-12,2,1,0,0,0,1,0
"Konstantin0073",4,2016-08-11,2022-01-16,1985,0.00201511335012594,0.25,0,0.25,0.75,0.25
"LucasBerroGarcia",1,2016-08-11,2016-08-11,1,1,0,1,0,0,0
"MConfessor",1,2016-08-11,2016-08-11,1,1,0,0,0,1,0
"Malaquias",6,2016-08-11,2017-12-29,506,0.0118577075098814,0.166666666666667,0.333333333333333,0,0.833333333333333,0
"Manaress",1,2016-08-11,2016-08-11,1,1,0,1,0,0,0
"Marcanac",7,2016-08-11,2016-08-21,11,0.636363636363636,0,0,0,0.857142857142857,0
"MouseCake",1,2016-08-11,2016-08-11,1,1,0,0,0,1,0
"Msiori",15,2016-08-11,2023-11-10,2648,0.00566465256797583,0,0.8,0,0.133333333333333,0.0666666666666667
"Oximaxi",730,2016-08-11,2024-08-28,2940,0.248299319727891,0.124657534246575,0.66986301369863,0.558904109589041,0.0424657534246575,0.0753424657534247
"Peon_ladino",1986,2016-08-11,2024-10-10,2983,0.665772712034864,0.254783484390735,0.803121852970796,0.280463242698892,0.201409869083585,0.0246727089627392
"RAITER",6,2016-08-11,2016-10-29,80,0.075,0,0,0,0,0
"RogerBoubee",3,2016-08-11,2021-08-29,1845,0.0016260162601626,0,0,0.333333333333333,0.666666666666667,0.333333333333333
"SpiderDeadO1",1,2016-08-11,2016-08-11,1,1,0,0,0,1,0
"Spielberg1",5,2016-08-11,2016-08-15,5,1,0,1,0.2,0.6,0
"SpringerC7",499,2016-08-11,2024-10-08,2981,0.167393492116739,0.00801603206412826,0.771543086172345,0.276553106212425,0.0380761523046092,0.118236472945892
"Systemofacrown",2,2016-08-11,2016-08-12,2,1,0,0,0,1,0
"Tom1995",1,2016-08-11,2016-08-11,1,1,0,0,0,0,0
"Ztam",1,2016-08-11,2016-08-11,1,1,0,1,0,0,0
"abdoo73",6,2016-08-11,2016-08-24,14,0.428571428571429,0,0.666666666666667,0,1,0
"ago2d",2,2016-08-11,2016-08-12,2,1,0,0.5,0,0.5,0
"angelina20",1,2016-08-11,2016-08-11,1,1,0,0,1,0,0
"bblankk",1,2016-08-11,2016-08-11,1,1,0,0,0,1,0
"campeonm",9,2016-08-11,2016-08-20,10,0.9,0,0.333333333333333,0,0.777777777777778,0
"christoffff",859,2016-08-11,2022-05-05,2094,0.410219675262655,0.161816065192084,0.577415599534342,0.039580908032596,0.0267753201396973,0.329452852153667
"cyrus12",9,2016-08-11,2016-08-27,17,0.529411764705882,0,0,0.111111111111111,1,0
"epoch",1,2016-08-11,2016-08-11,1,1,0,0,0,0,0
"ermaandriyanto",2,2016-08-11,2022-08-20,2201,0.000908677873693776,0,1,0,0,0
"fredoal",1,2016-08-11,2016-08-11,1,1,0,0,0,1,0
"gotpawned",10,2016-08-11,2017-01-03,146,0.0684931506849315,0,0.1,0,0.1,0
"gustavodiego",170,2016-08-11,2017-04-07,240,0.708333333333333,0,0.0470588235294118,0.976470588235294,0.00588235294117647,0
"harpinmood",1445,2016-08-11,2024-10-10,2983,0.484411666107945,0.000692041522491349,0.00346020761245675,1,0,0
"iscofan",85,2016-08-11,2016-11-09,91,0.934065934065934,0,0.811764705882353,0.0117647058823529,0.2,0
"jappie575",36,2016-08-11,2023-06-22,2507,0.0143597925807738,0.277777777777778,0.194444444444444,0,0.583333333333333,0.0555555555555556
"jeffer",2,2016-08-11,2016-08-16,6,0.333333333333333,0,0,0,0,0
"jingo65",63,2016-08-11,2016-11-14,96,0.65625,0,0.126984126984127,0.0476190476190476,0.936507936507937,0
"krip779",1,2016-08-11,2016-08-11,1,1,0,1,0,0,0
"linkot64",1,2016-08-11,2016-08-11,1,1,0,0,1,0,0
"magmus",281,2016-08-11,2024-09-16,2959,0.0949645150388645,0.00355871886120996,0.306049822064057,0.501779359430605,0.00355871886120996,0.334519572953737
"marcofplemos",880,2016-08-11,2024-10-09,2982,0.295103957075788,0.0352272727272727,0.364772727272727,0.5,0.0818181818181818,0.197727272727273
"marcomotta1972",99,2016-08-11,2016-11-28,110,0.9,0,0,0,1,0
"maxim123456789",21,2016-08-11,2016-09-05,26,0.807692307692308,0,0,0.0476190476190476,1,0
"miamonkey",8,2016-08-11,2021-06-21,1776,0.0045045045045045,0,0,0,0.25,0.75
"ndweyndweyndwey",53,2016-08-11,2017-02-26,200,0.265,0,1,0,0,0
"nemiddonam",2,2016-08-11,2016-09-27,48,0.0416666666666667,0,0.5,0,0,0
"nobrl",1,2016-08-11,2016-08-11,1,1,0,0,1,0,0
"nsar1897",6,2016-08-11,2016-08-20,10,0.6,0,0.166666666666667,0.333333333333333,1,0
"nythaab",3,2016-08-11,2016-08-13,3,1,0,0,0,1,0
"patalov",1764,2016-08-11,2024-10-10,2983,0.591350988937311,0.00453514739229025,0.997165532879819,0.000566893424036281,0.00283446712018141,0.00283446712018141
"reginaldo_kun",95,2016-08-11,2018-08-14,734,0.129427792915531,0.0105263157894737,0.631578947368421,0.610526315789474,0.0736842105263158,0
"regischess",181,2016-08-11,2017-12-25,502,0.360557768924303,0.0165745856353591,0.469613259668508,0,0.513812154696133,0
"rissacan72",50,2016-08-11,2016-09-30,51,0.980392156862745,0,0.32,0.04,0.1,0
"sardalino",11,2016-08-11,2016-10-08,59,0.186440677966102,0,0.454545454545455,0,0.545454545454545,0
"sava543",1,2016-08-11,2016-08-11,1,1,0,0,0,1,0
"sergior2016ago12",2,2016-08-11,2016-08-12,2,1,0,1,1,0,0
"siasard",4,2016-08-11,2016-08-15,5,0.8,0,0.25,0.25,1,0
"sixmelon",5,2016-08-11,2016-08-15,5,1,0,0.4,0,1,0
"spenc",1,2016-08-11,2016-08-11,1,1,0,0,0,1,0
"teodnik",1267,2016-08-11,2024-10-02,2975,0.425882352941176,0.168902920284136,0.343330702446725,0.00473559589581689,0.1681136543015,0.423835832675612
"ttbabb",2566,2016-08-11,2024-10-10,2983,0.860207844451894,0.0257209664848012,0.908807482462977,0,0.104442712392829,0.000779423226812159
"victor250100",2,2016-08-11,2016-08-12,2,1,0,0.5,0,1,0
"vitoxina",5,2016-08-11,2017-01-08,151,0.033112582781457,0,0.4,0.2,0.4,0
"xagent",3,2016-08-11,2017-02-11,185,0.0162162162162162,0,0,0,1,0
"AbsoluTT",29,2016-08-12,2016-10-20,70,0.414285714285714,0,0.862068965517241,0.241379310344828,0.275862068965517,0
"Actonamee",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"ChessBR2016",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"Circassian05",362,2016-08-12,2024-09-30,2972,0.121803499327052,0.0856353591160221,0.0773480662983425,0.80939226519337,0.0524861878453039,0.185082872928177
"FORCADELL",2,2016-08-12,2016-08-13,2,1,0,0,0,1,0
"Falcon1743",1,2016-08-12,2016-08-12,1,1,0,1,0,0,0
"Hamkor",7,2016-08-12,2020-11-23,1565,0.00447284345047923,0,0.285714285714286,0,0,0.714285714285714
"Hexerie",12,2016-08-12,2017-09-02,387,0.0310077519379845,0,0.916666666666667,0,0.166666666666667,0
"Jeliel",1106,2016-08-12,2024-01-21,2719,0.406767193821258,0.00361663652802893,0.315551537070524,0.777576853526221,0,0.249547920433996
"JuggaloForPresident",2,2016-08-12,2016-08-13,2,1,0,0,0,0,0
"Kalic1234567",3,2016-08-12,2018-04-21,618,0.00485436893203883,0,0,0.333333333333333,1,0
"Klaavs",1234,2016-08-12,2024-09-20,2962,0.416610398379473,0.685575364667747,0.00243111831442464,0,0.316855753646677,0.00162074554294976
"Kristalnaya",1,2016-08-12,2016-08-12,1,1,0,1,0,0,0
"LeoDiMello",4,2016-08-12,2023-11-25,2662,0.00150262960180316,0.5,0.5,0,0,0
"LuchooAzulgrana98",1,2016-08-12,2016-08-12,1,1,0,1,1,0,0
"Mateo23",7,2016-08-12,2017-02-22,195,0.0358974358974359,0,0.142857142857143,0.857142857142857,0.714285714285714,0
"MikhailBakunin",1,2016-08-12,2016-08-12,1,1,0,0,1,1,0
"Mister____Green",12,2016-08-12,2016-08-23,12,1,0,1,0,0,0
"MrMess",2543,2016-08-12,2024-10-10,2982,0.852783366867874,0.0743216673220606,0.31694848604011,0.707825403067243,0.173023987416437,0
"Overliner",310,2016-08-12,2024-06-20,2870,0.10801393728223,0.17741935483871,0.448387096774194,0.119354838709677,0.390322580645161,0.0548387096774194
"Polynomdevisor",3,2016-08-12,2016-08-19,8,0.375,0,0,0,1,0
"Prototype248",1,2016-08-12,2016-08-12,1,1,0,1,0,1,0
"Thulake",1,2016-08-12,2016-08-12,1,1,0,0,1,0,0
"TristanSOL",123,2016-08-12,2024-09-18,2960,0.0415540540540541,0.146341463414634,0.788617886178862,0.0569105691056911,0.0650406504065041,0.016260162601626
"Ustad90",663,2016-08-12,2024-09-30,2972,0.223082099596231,0.235294117647059,0.556561085972851,0.38763197586727,0.322775263951735,0.0422322775263952
"VIP_local",2,2016-08-12,2016-08-13,2,1,0,0.5,1,0.5,0
"Vlad1DOC",562,2016-08-12,2024-10-10,2982,0.188464118041583,0.00177935943060498,0.969750889679715,0.124555160142349,0.0106761565836299,0.0213523131672598
"abhi101",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"ahmad098",2,2016-08-12,2016-08-14,3,0.666666666666667,0,0.5,0,0.5,0
"alexsb16",2,2016-08-12,2016-08-20,9,0.222222222222222,0,0.5,0.5,1,0
"antidoxid",38,2016-08-12,2021-06-29,1783,0.021312394840157,0.473684210526316,0.473684210526316,0.552631578947368,0.0526315789473684,0.0526315789473684
"arwinjob",1,2016-08-12,2016-08-12,1,1,0,1,0,0,0
"b43b6",365,2016-08-12,2021-02-02,1636,0.223105134474328,0.0246575342465753,0.572602739726027,0.0465753424657534,0.443835616438356,0
"benjitank",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"blunderss",2,2016-08-12,2016-08-13,2,1,0,0,0,1,0
"burakim",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"charfa",414,2016-08-12,2024-10-09,2981,0.138879570613888,0,0.0579710144927536,0,0.00241545893719807,0.942028985507246
"chessmonkey0",16,2016-08-12,2016-08-27,16,1,0,1,0.3125,0,0
"chops6",3,2016-08-12,2016-08-15,4,0.75,0,1,0,0,0
"csalvarado85h",92,2016-08-12,2024-07-13,2893,0.0318008987210508,0.0217391304347826,0.706521739130435,0.228260869565217,0.0217391304347826,0.0434782608695652
"daryazorina",1753,2016-08-12,2024-10-01,2973,0.589640094180962,0.000570450656018254,0.0975470621791215,0.944095835710211,0.00171135196805476,0.450085567598403
"emanpuedam",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"eric1146",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"eyad991",1,2016-08-12,2016-08-12,1,1,0,1,0,0,0
"flasz",1485,2016-08-12,2024-10-10,2982,0.497987927565392,0.0168350168350168,0.994612794612795,0.0255892255892256,0.0383838383838384,0.00269360269360269
"hpellegrin",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"jtemeerde",1,2016-08-12,2016-08-12,1,1,0,0,1,0,0
"karandashik",54,2016-08-12,2024-10-10,2982,0.0181086519114688,0.555555555555556,0.203703703703704,0.0740740740740741,0.296296296296296,0.185185185185185
"koroshmancory1399",1,2016-08-12,2016-08-12,1,1,0,1,1,1,0
"luandson",1354,2016-08-12,2024-10-10,2982,0.454057679409792,0.505908419497784,0.672082717872969,0.274741506646972,0.323485967503693,0.166912850812408
"matsuguchi99",3,2016-08-12,2016-08-18,7,0.428571428571429,0,0,0,1,0
"mbaye",72,2016-08-12,2016-11-26,107,0.672897196261682,0,0,0,1,0
"promasterchess",3,2016-08-12,2016-08-14,3,1,0,0,0,1,0
"rafaacon",12,2016-08-12,2017-11-06,452,0.0265486725663717,0,0.583333333333333,0,0.0833333333333333,0
"rarazerty35",3,2016-08-12,2016-08-16,5,0.6,0,1,0,0,0
"ritage",3,2016-08-12,2016-08-14,3,1,0,0,0,1,0
"royroy",11,2016-08-12,2016-08-30,19,0.578947368421053,0,0.909090909090909,0.0909090909090909,0.818181818181818,0
"rrosado",4,2016-08-12,2016-08-26,15,0.266666666666667,0,0,0,1,0
"satchel",1,2016-08-12,2016-08-12,1,1,0,0,0,1,0
"squeaky123",1080,2016-08-12,2019-11-08,1184,0.912162162162162,0.012037037037037,0.508333333333333,0.263888888888889,0.0175925925925926,0.012037037037037
"supertux29",12,2016-08-12,2021-04-15,1708,0.00702576112412178,0,0.0833333333333333,0.25,0.5,0.0833333333333333
"tamas3137",91,2016-08-12,2024-03-21,2779,0.0327455919395466,0.406593406593407,0.285714285714286,0.0549450549450549,0.0879120879120879,0.461538461538462
"trgsrc",132,2016-08-12,2017-03-13,214,0.616822429906542,0,0.409090909090909,0.0151515151515152,0.825757575757576,0
"ularhitam",35,2016-08-12,2016-09-22,42,0.833333333333333,0,0,0,1,0
"whatapity",2,2016-08-12,2016-08-13,2,1,0,1,0,0,0
"woobylahousse",131,2016-08-12,2024-03-09,2767,0.0473436935308999,0.00763358778625954,0.435114503816794,0.0229007633587786,0.725190839694656,0.0381679389312977
"yadnya22",116,2016-08-12,2020-11-30,1572,0.0737913486005089,0.172413793103448,0.137931034482759,0.0258620689655172,0.775862068965517,0
"Aleksaendr",1,2016-08-13,2016-08-13,1,1,0,0,0,1,0
"AlexMarkMatt",712,2016-08-13,2024-09-05,2946,0.241683638832315,0.0393258426966292,0.768258426966292,0.310393258426966,0.00280898876404494,0.0112359550561798
"Asilkhan",3,2016-08-13,2016-08-19,7,0.428571428571429,0,0,0,1,0
"AtlasZ",2,2016-08-13,2016-08-14,2,1,0,0,0,1,0
"Batman_Chileno",62,2016-08-13,2022-03-09,2035,0.0304668304668305,0.0967741935483871,0.209677419354839,0.0483870967741935,0.854838709677419,0
"Bender64",275,2016-08-13,2024-06-02,2851,0.0964573833742546,0,0,0,0.00727272727272727,0.00363636363636364
"BlitZSC",59,2016-08-13,2019-04-04,965,0.061139896373057,0.0677966101694915,0.305084745762712,0.135593220338983,0.610169491525424,0
"DJ_GEKA",1,2016-08-13,2016-08-13,1,1,0,0,1,1,0
