"username","total_count","earliest","latest","career_length","play_freq","percent_rapid","percent_Blitz","percent_bullet","percent_classic","percent_puzzle"
"Jocker99",1,2016-07-08,2016-07-08,1,1,0,1,0,1,0
"JoeSnow_IronThrone",1,2016-07-08,2016-07-08,1,1,0,0,0,0,0
"KnightRaider",1,2016-07-08,2016-07-08,1,1,0,1,0,1,0
"MARCUSFONTAINE",1202,2016-07-08,2021-04-14,1742,0.690011481056257,0.00332778702163062,0.837770382695508,0.00166389351081531,0.203826955074875,0
"Mageofpie",37,2016-07-08,2016-12-13,159,0.232704402515723,0,0.810810810810811,0.351351351351351,0.243243243243243,0
"MelAndr",2,2016-07-08,2016-07-09,2,1,0,0.5,0,1,0
"MoustacheCoffee",63,2016-07-08,2016-10-31,116,0.543103448275862,0,0.285714285714286,0,0.73015873015873,0
"MrAsz",18,2016-07-08,2019-11-08,1219,0.014766201804758,0.277777777777778,0.388888888888889,0.0555555555555556,0.444444444444444,0
"OGTach",2,2016-07-08,2020-05-06,1399,0.00142959256611866,0.5,0,0.5,0,0.5
"Pichules",3,2016-07-08,2016-08-04,28,0.107142857142857,0,0,0,1,0
"PusKe",22,2016-07-08,2016-08-04,28,0.785714285714286,0,0.409090909090909,0,0.954545454545455,0
"Rickhm1",337,2016-07-08,2019-04-02,999,0.337337337337337,0,0.0029673590504451,0,0.0029673590504451,0
"Shourya",6,2016-07-08,2016-07-17,10,0.6,0,1,0.333333333333333,0.166666666666667,0
"Steinway",119,2016-07-08,2017-02-12,220,0.540909090909091,0,0,0,1,0
"VOros5",3,2016-07-08,2017-08-30,419,0.00715990453460621,0,0.333333333333333,0,0.666666666666667,0
"ViktorRafn",3,2016-07-08,2021-07-27,1846,0.00162513542795233,0.333333333333333,1,0,0,0
"Yamunkinoa",98,2016-07-08,2017-11-18,499,0.196392785571142,0,0.520408163265306,0.23469387755102,0.602040816326531,0
"abbas1228",56,2016-07-08,2016-12-02,148,0.378378378378378,0,0.928571428571429,0,0.0892857142857143,0
"abdelatifsaoual",6,2016-07-08,2016-08-10,34,0.176470588235294,0,0,0,1,0
"amirafx",4,2016-07-08,2016-07-25,18,0.222222222222222,0,0.75,0,0.5,0
"aronluque",25,2016-07-08,2017-05-12,309,0.0809061488673139,0,0.08,0.04,0.96,0
"bigremote",1,2016-07-08,2016-07-08,1,1,0,0,0,1,0
"bloaf",53,2016-07-08,2024-02-28,2792,0.0189828080229226,0,0.509433962264151,0.471698113207547,0.207547169811321,0
"bubacar",1,2016-07-08,2016-07-08,1,1,0,0,0,1,0
"cheto97",1,2016-07-08,2016-07-08,1,1,0,0,0,1,0
"chiis",1,2016-07-08,2016-07-08,1,1,0,1,0,0,0
"davidtubet",2,2016-07-08,2016-07-09,2,1,0,0,0.5,1,0
"fabio17",3,2016-07-08,2016-08-02,26,0.115384615384615,0,0,0,0,0
"fukthepolice",1,2016-07-08,2016-07-08,1,1,0,0,0,1,0
"hassanmk",4,2016-07-08,2016-07-12,5,0.8,0,0.75,0.25,0.5,0
"hossambadawy",2,2016-07-08,2016-07-09,2,1,0,0,0,1,0
"iPlayNoGood",2,2016-07-08,2016-07-09,2,1,0,1,0,0,0
"imMrSlowPokes",1,2016-07-08,2016-07-08,1,1,0,1,0,0,0
"ioliver",1,2016-07-08,2016-07-08,1,1,0,0,0,1,0
"maliqq",103,2016-07-08,2019-02-26,964,0.106846473029046,0,0.902912621359223,0.0485436893203883,0.174757281553398,0
"miguelinks",1366,2016-07-08,2024-10-10,3017,0.452767649983427,0.0102489019033675,0.999267935578331,0.0724743777452416,0.00146412884333821,0.061493411420205
"miropawns",922,2016-07-08,2024-10-10,3017,0.305601590984422,0.00650759219088937,0.963123644251627,0.0119305856832972,0.00433839479392625,0.0401301518438178
"mjahangiri",17,2016-07-08,2017-02-03,211,0.0805687203791469,0,0,0,1,0
"mortenk",41,2016-07-08,2020-03-06,1338,0.0306427503736921,0.0731707317073171,0.878048780487805,0.024390243902439,0.0487804878048781,0
"naveed_23",1,2016-07-08,2016-07-08,1,1,0,0,0,1,0
"nickshakur",1,2016-07-08,2016-07-08,1,1,0,0,0,1,0
"paolamarkoski",20,2016-07-08,2016-10-15,100,0.2,0,0,0,1,0
"piupiu01",5,2016-07-08,2016-07-13,6,0.833333333333333,0,0.2,0,1,0
"ptho",2,2016-07-08,2016-07-10,3,0.666666666666667,0,0,0.5,1,0
"ravedeath",285,2016-07-08,2024-10-09,3016,0.0944960212201592,0.0175438596491228,0.863157894736842,0.00350877192982456,0.217543859649123,0.0631578947368421
"reza2870",1,2016-07-08,2016-07-08,1,1,0,0,1,0,0
"rjkarab",2,2016-07-08,2021-08-29,1879,0.00106439595529537,0,0.5,0.5,0,0
"safeplayer",650,2016-07-08,2024-10-09,3016,0.21551724137931,0.936923076923077,0.00153846153846154,0,0.0830769230769231,0.0123076923076923
"savagebeard23",5,2016-07-08,2018-05-03,665,0.0075187969924812,0,0.8,0,0.2,0
"stanislav9",7,2016-07-08,2016-08-07,31,0.225806451612903,0,0.142857142857143,0,1,0
"ubih",45,2016-07-08,2024-08-10,2956,0.0152232746955345,0.0444444444444444,0.0444444444444444,0,0.0666666666666667,0.866666666666667
"vde",28,2016-07-08,2016-10-08,93,0.301075268817204,0,0.214285714285714,0.321428571428571,0.821428571428571,0
"windman04",48,2016-07-08,2016-09-19,74,0.648648648648649,0,0.708333333333333,0.25,0.0833333333333333,0
"yosi30",600,2016-07-08,2024-10-09,3016,0.19893899204244,0.133333333333333,0.675,0.251666666666667,0.00333333333333333,0.2
"AbramNeko123",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"Amezkyta",567,2016-07-09,2023-07-17,2565,0.221052631578947,0.26984126984127,0.442680776014109,0,0.350970017636684,0.167548500881834
"Asabrag",417,2016-07-09,2019-12-30,1270,0.328346456692913,0,0.00239808153477218,1,0,0
"BenDavis",3,2016-07-09,2016-07-16,8,0.375,0,0,0,1,0
"Buyapawn",37,2016-07-09,2019-08-29,1147,0.032258064516129,0.378378378378378,0.756756756756757,0.162162162162162,0.216216216216216,0
"ChessJayne",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"Donetskiy",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"Drian",213,2016-07-09,2019-03-26,991,0.214934409687185,0.0751173708920188,0.356807511737089,0,0.582159624413146,0
"Evoluciologo",795,2016-07-09,2024-08-12,2957,0.268853567805208,0.0389937106918239,0.371069182389937,0.607547169811321,0.00125786163522013,0.10188679245283
"FlowKind",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"FourTec",1,2016-07-09,2016-07-09,1,1,0,0,0,0,0
"FrancoVidalZ",4,2016-07-09,2018-11-10,855,0.00467836257309942,0,0,0,0.75,0
"GMthemasterman",2,2016-07-09,2016-07-11,3,0.666666666666667,0,0.5,0.5,1,0
"GabrielMoe",4,2016-07-09,2016-07-23,15,0.266666666666667,0,0,0,1,0
"Gerardo7",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"JoostDeProNL",1,2016-07-09,2016-07-09,1,1,0,0,1,1,0
"Kobayee",4,2016-07-09,2021-11-18,1959,0.00204185809086269,0.5,0,0,0.5,0
"Levi1408",9,2016-07-09,2016-07-24,16,0.5625,0,0.333333333333333,0,1,0
"LowEffect",19,2016-07-09,2017-02-16,223,0.0852017937219731,0,0,0,1,0
"MartinSanc",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"Master_XXL_2",76,2016-07-09,2019-07-02,1089,0.0697887970615243,0.0526315789473684,0.105263157894737,0.0263157894736842,0.881578947368421,0
"MoveItMoveIt",1,2016-07-09,2016-07-09,1,1,0,1,0,0,0
"NightRaid",6,2016-07-09,2020-11-11,1587,0.00378071833648393,0,0.5,0.333333333333333,0,0.166666666666667
"NoobBook",18,2016-07-09,2016-07-28,20,0.9,0,1,0.0555555555555556,0.111111111111111,0
"Nostrapipus",7,2016-07-09,2016-07-16,8,0.875,0,0,0,1,0
"Patatalafrita",1,2016-07-09,2016-07-09,1,1,0,0,0,0,0
"Payjay911",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"Phavov",1353,2016-07-09,2020-06-17,1440,0.939583333333333,0.0790835181079084,0.688839615668884,0.747228381374723,0.104951958610495,0
"Protist",3,2016-07-09,2016-07-15,7,0.428571428571429,0,0.333333333333333,0.333333333333333,0,0
"Riouane",3,2016-07-09,2017-03-20,255,0.0117647058823529,0,0.666666666666667,0.666666666666667,0.333333333333333,0
"TheThexterGamer",3,2016-07-09,2016-07-17,9,0.333333333333333,0,0,0,0,0
"TimeOutHomy",2,2016-07-09,2016-07-10,2,1,0,0,1,0,0
"Weldaad",157,2016-07-09,2024-05-22,2875,0.0546086956521739,0.0318471337579618,0.579617834394904,0.00636942675159236,0.0191082802547771,0.414012738853503
"Zavidim_oblacima",404,2016-07-09,2024-08-21,2966,0.136210384356035,0.282178217821782,0.727722772277228,0.0173267326732673,0.0272277227722772,0.0544554455445545
"aaaa661",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"agcfdb",6,2016-07-09,2018-06-26,718,0.00835654596100279,0.166666666666667,0,0,0.166666666666667,0
"ala78",21,2016-07-09,2024-01-29,2761,0.00760593987685621,0,0.333333333333333,0.333333333333333,0,0.0476190476190476
"americasucks",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"barisdsd17",14,2016-07-09,2016-09-04,58,0.241379310344828,0,1,0,0,0
"biengie2",166,2016-07-09,2020-11-30,1606,0.103362391033624,0.795180722891566,0.216867469879518,0.00602409638554217,0.00602409638554217,0.0301204819277108
"bluemoon15",16,2016-07-09,2021-04-10,1737,0.00921128382268279,0,0.125,0.125,0.0625,0.875
"cachama",1,2016-07-09,2016-07-09,1,1,0,0,1,0,0
"daniel1jdp",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"esmamundo",67,2016-07-09,2016-10-17,101,0.663366336633663,0,1,0.0597014925373134,0.104477611940299,0
"glukoz",9,2016-07-09,2016-08-24,47,0.191489361702128,0,0,0,1,0
"gsundeep",1340,2016-07-09,2023-11-26,2697,0.496848350018539,0.517164179104478,0.444029850746269,0.0149253731343284,0.0171641791044776,0.252985074626866
"gumba123",1302,2016-07-09,2024-02-22,2785,0.467504488330341,0.0145929339477727,0.993087557603687,0.000768049155145929,0.0299539170506912,0.000768049155145929
"hamandchez",2,2016-07-09,2021-03-05,1701,0.00117577895355673,0,0.5,0,0,0.5
"joseff",590,2016-07-09,2023-12-31,2732,0.215959004392387,0,0.0728813559322034,0.640677966101695,0.00169491525423729,0.359322033898305
"lucaslasco",4,2016-07-09,2016-07-14,6,0.666666666666667,0,0,0,1,0
"lucioval",5,2016-07-09,2016-07-18,10,0.5,0,0,0,1,0
"mianghe2",248,2016-07-09,2023-10-01,2641,0.0939038243089739,0.0403225806451613,0.883064516129032,0.032258064516129,0.0645161290322581,0
"mssyates",1,2016-07-09,2016-07-09,1,1,0,0,1,1,0
"negar72",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"nikola123454321",39,2016-07-09,2016-11-19,134,0.291044776119403,0,0,0,1,0
"oguzcan1717",3,2016-07-09,2016-07-13,5,0.6,0,0,0,1,0
"pmg60",675,2016-07-09,2024-10-05,3011,0.224178013948854,0.931851851851852,0.00296296296296296,0.00444444444444444,0.0711111111111111,0.00296296296296296
"prunus46",2460,2016-07-09,2024-10-09,3015,0.81592039800995,0.430894308943089,0.810162601626016,0.140243902439024,0.15609756097561,0.146747967479675
"rapzy",330,2016-07-09,2023-04-25,2482,0.132957292506044,0,0.860606060606061,0.00606060606060606,0.266666666666667,0.00606060606060606
"rekar",269,2016-07-09,2019-12-03,1243,0.216411906677393,0.609665427509294,0.0743494423791822,0.0260223048327138,0.41635687732342,0
"saularg",3,2016-07-09,2016-07-11,3,1,0,0,0,1,0
"tarcisiotaz",1,2016-07-09,2016-07-09,1,1,0,0,0,1,0
"tiaotovisk",4,2016-07-09,2016-07-22,14,0.285714285714286,0,0.75,1,0,0
"ufuk35ufuk",1,2016-07-09,2016-07-09,1,1,0,1,0,0,0
"war001",107,2016-07-09,2024-06-06,2890,0.0370242214532872,0.177570093457944,0.0841121495327103,0.00934579439252336,0.168224299065421,0.598130841121495
"wiiwut",1,2016-07-09,2016-07-09,1,1,0,1,0,0,0
"xlopec",87,2016-07-09,2024-10-10,3016,0.0288461538461538,0,0.954022988505747,0.0574712643678161,0,0.0804597701149425
"zweighaft",249,2016-07-09,2024-08-09,2954,0.0842924847664184,0.0843373493975904,0.714859437751004,0.0803212851405622,0.506024096385542,0
"Alanloreti",134,2016-07-10,2018-06-27,718,0.186629526462396,0,0.955223880597015,0,0.0671641791044776,0
"Alskdeo9",26,2016-07-10,2016-08-09,31,0.838709677419355,0,0,0,1,0
"Arturce",226,2016-07-10,2019-04-16,1011,0.223541048466864,0,0.995575221238938,0.00442477876106195,0,0
"Azi123",5,2016-07-10,2016-07-14,5,1,0,1,0,0,0
"Bubba0211",3,2016-07-10,2016-07-17,8,0.375,0,0.333333333333333,0,1,0
"Classical143",1,2016-07-10,2016-07-10,1,1,0,1,0,0,0
"Delaware",1,2016-07-10,2016-07-10,1,1,0,0,1,0,0
"Denis56rus",1958,2016-07-10,2024-10-06,3011,0.650282298239787,0.157303370786517,0.519407558733401,0.357507660878447,0.153728294177732,0.107252298263534
"DomeLow",1,2016-07-10,2016-07-10,1,1,0,0,0,1,0
"Dragon_Queen",18,2016-07-10,2022-10-20,2294,0.00784655623365301,0.0555555555555556,0.611111111111111,0.0555555555555556,0.0555555555555556,0.277777777777778
"Enrique73",2288,2016-07-10,2024-10-10,3015,0.758872305140962,0.368006993006993,0.647727272727273,0.00131118881118881,0,0.013548951048951
"Faust00",139,2016-07-10,2024-08-03,2947,0.0471666101119783,0.0215827338129496,0.647482014388489,0.215827338129496,0.100719424460432,0.0647482014388489
"Guillaume52",998,2016-07-10,2024-08-16,2960,0.337162162162162,0.152304609218437,0.773547094188377,0.093186372745491,0.0651302605210421,0.0290581162324649
"Hellworker",161,2016-07-10,2017-01-23,198,0.813131313131313,0,0.987577639751553,0.0807453416149068,0.031055900621118,0
"HunterRiccardi",2,2016-07-10,2016-07-11,2,1,0,0,0,0.5,0
"JL119T",543,2016-07-10,2024-10-09,3014,0.180159256801593,0.0460405156537753,0.0441988950276243,0.0478821362799263,0.0791896869244936,0.810313075506446
"JereSarah",65,2016-07-10,2023-03-26,2451,0.0265197878416973,0.107692307692308,0.307692307692308,0.153846153846154,0.4,0.0923076923076923
"Jskota",119,2016-07-10,2021-08-12,1860,0.0639784946236559,0.0252100840336134,0.722689075630252,0.243697478991597,0.411764705882353,0.0252100840336134
"Krisrov",345,2016-07-10,2024-09-04,2979,0.115810674723061,0.336231884057971,0.544927536231884,0.0463768115942029,0.330434782608696,0.0869565217391304
"LaBannaneBite",1,2016-07-10,2016-07-10,1,1,0,1,0,0,0
"Lakshmankamathk",1,2016-07-10,2016-07-10,1,1,0,0,0,0,0
"Ldeves",2,2016-07-10,2016-07-14,5,0.4,0,0.5,0,0,0
"Liuiti",97,2016-07-10,2024-10-07,3012,0.0322045152722444,0.597938144329897,0.22680412371134,0,0.134020618556701,0.0412371134020619
"Liza151297",1,2016-07-10,2016-07-10,1,1,0,0,0,1,0
"Mau4mo",53,2016-07-10,2022-02-09,2041,0.0259676629103381,0.0377358490566038,0.792452830188679,0.358490566037736,0.132075471698113,0.0566037735849057
"MonsterMayhem",626,2016-07-10,2020-05-05,1396,0.448424068767908,0.634185303514377,0.196485623003195,0.111821086261981,0.301916932907348,0.0782747603833866
"NapoleonBonaparteIV",1082,2016-07-10,2024-10-10,3015,0.358872305140962,0.0295748613678373,0.469500924214418,0.760628465804067,0.0471349353049908,0.185767097966728
"Pipall",7,2016-07-10,2017-01-05,180,0.0388888888888889,0,0.142857142857143,0.142857142857143,0.714285714285714,0
"ROD1969",1635,2016-07-10,2024-10-09,3014,0.542468480424685,0.221406727828746,0.565749235474006,0.357186544342508,0.195107033639144,0.00672782874617737
"Scorpions9",1,2016-07-10,2016-07-10,1,1,0,0,0,1,0
"TeacherFischer",2,2016-07-10,2016-07-11,2,1,0,0.5,0.5,1,0
"Warthogus",135,2016-07-10,2024-03-10,2801,0.0481970724741164,0.0222222222222222,0.162962962962963,0.118518518518519,0.377777777777778,0.274074074074074
"ahmedmagdy269",121,2016-07-10,2021-03-04,1699,0.0712183637433785,0.00826446280991736,0.429752066115702,0,0.421487603305785,0
"ali1977",1186,2016-07-10,2024-07-08,2921,0.406025333789798,0.00590219224283305,0.409780775716695,0.816188870151771,0.00674536256323777,0.0075885328836425
"alrosilop",1,2016-07-10,2016-07-10,1,1,0,0,0,1,0
"anonymeseir",2,2016-07-10,2016-07-11,2,1,0,0,0,1,0
"arsalan1944",23,2016-07-10,2016-08-10,32,0.71875,0,0,0,1,0
"asad1977",666,2016-07-10,2024-10-07,3012,0.221115537848606,0.663663663663664,0.231231231231231,0.0015015015015015,0.0750750750750751,0.003003003003003
"auk333",3,2016-07-10,2024-01-28,2759,0.00108735048930772,0,0.333333333333333,0.666666666666667,0,0.333333333333333
"bbares33",2,2016-07-10,2016-07-12,3,0.666666666666667,0,0,0,0.5,0
"bietto928",1,2016-07-10,2016-07-10,1,1,0,0,0,0,0
"bugimen228",39,2016-07-10,2016-08-18,40,0.975,0,0.0256410256410256,0,0.974358974358974,0
"chakrazerty35",1,2016-07-10,2016-07-10,1,1,0,0,1,0,0
"chessjdedkpjkk",1,2016-07-10,2016-07-10,1,1,0,0,0,1,0
"chiral",16,2016-07-10,2016-10-11,94,0.170212765957447,0,0.6875,0.5,0,0
"dreamsboy",28,2016-07-10,2016-09-09,62,0.451612903225806,0,1,0,0.0357142857142857,0
"gottlieb",3,2016-07-10,2021-06-22,1809,0.00165837479270315,0.333333333333333,0,0,0,0
"hbusra",1,2016-07-10,2016-07-10,1,1,0,0,0,1,0
"ibru",1,2016-07-10,2016-07-10,1,1,0,0,1,0,0
"johnnywuok",4,2016-07-10,2016-07-14,5,0.8,0,0.25,0,1,0
"k_gor",20,2016-07-10,2016-10-04,87,0.229885057471264,0,0,0,1,0
"mohamed19999",384,2016-07-10,2019-11-20,1229,0.312449145646867,0.299479166666667,0.0364583333333333,0.0208333333333333,0.661458333333333,0
"rade5231",573,2016-07-10,2019-07-29,1115,0.51390134529148,0,1,0,0,0
"rafaellopes",3,2016-07-10,2016-08-10,32,0.09375,0,0.666666666666667,0,0.333333333333333,0
"rezaafshar",3,2016-07-10,2016-08-29,51,0.0588235294117647,0,0,0,1,0
"rokbar1",3,2016-07-10,2016-07-12,3,1,0,1,0,0,0
"rovin2000",1,2016-07-10,2016-07-10,1,1,0,0,0,1,0
"sourentala",1,2016-07-10,2016-07-10,1,1,0,1,0,0,0
"stolnik",1,2016-07-10,2016-07-10,1,1,0,0,0,0,0
"Arachezy",1,2016-07-11,2016-07-11,1,1,0,1,0,0,0
"ChrisDuhFir",4,2016-07-11,2023-04-28,2483,0.00161095449053564,0.5,0,0,0.5,0
"Civilliant",3,2016-07-11,2016-07-13,3,1,0,0.333333333333333,0,1,0
"CuckooChess",227,2016-07-11,2022-02-25,2056,0.110408560311284,0.0220264317180617,0.845814977973568,0.185022026431718,0.052863436123348,0.00881057268722467
"DavidBasualdo",235,2016-07-11,2021-03-09,1703,0.137991779213153,0.174468085106383,0.204255319148936,0.0127659574468085,0.676595744680851,0.0170212765957447
"EDK_chess",2,2016-07-11,2016-07-12,2,1,0,0.5,0,0.5,0
"EvilGeniuses",2,2016-07-11,2016-07-12,2,1,0,0,0,1,0
"Ganzilos",1,2016-07-11,2016-07-11,1,1,0,0,1,0,0
"IHopeYouEnjoy",154,2016-07-11,2017-05-06,300,0.513333333333333,0,0.850649350649351,0.246753246753247,0.285714285714286,0
"Igna1999",6,2016-07-11,2024-10-03,3007,0.00199534419687396,0,0.166666666666667,0,0,0
"Ivan61",231,2016-07-11,2020-04-15,1375,0.168,0.41991341991342,0.367965367965368,0.0216450216450216,0.393939393939394,0.272727272727273
"Jhampier2019",122,2016-07-11,2018-05-21,680,0.179411764705882,0,0.934426229508197,0.163934426229508,0.10655737704918,0
"JorgeOMG",2,2016-07-11,2017-07-13,368,0.00543478260869565,0,0,0,1,0
"Jpfq",8,2016-07-11,2017-10-31,478,0.0167364016736402,0,0.25,0,0.75,0
"LAVOMATIIK",12,2016-07-11,2016-07-22,12,1,0,0,1,0,0
"LogCold",1,2016-07-11,2016-07-11,1,1,0,0,0,1,0
"Marquetov",144,2016-07-11,2021-08-03,1850,0.0778378378378378,0.138888888888889,0.833333333333333,0.375,0.0277777777777778,0
"Melanin",2,2016-07-11,2016-07-12,2,1,0,0,0,1,0
"Muarlix",1228,2016-07-11,2024-10-06,3010,0.40797342192691,0.0741042345276873,0.54885993485342,0.643322475570033,0.00651465798045603,0.185667752442997
"Myre_Baby",730,2016-07-11,2024-10-10,3014,0.242203052422031,0.819178082191781,0.0178082191780822,0.00410958904109589,0.132876712328767,0.0712328767123288
"PenelopeJusdePeche",1,2016-07-11,2016-07-11,1,1,0,0,0,1,0
"PlacidCycle",3,2016-07-11,2016-08-03,24,0.125,0,1,0.333333333333333,0,0
"Saeidak",660,2016-07-11,2022-06-10,2161,0.30541416011106,0,0.489393939393939,0.559090909090909,0.00151515151515152,0.00151515151515152
"Sangar7",30,2016-07-11,2017-01-09,183,0.163934426229508,0,0.333333333333333,0.1,0.8,0
"Shreeh",1,2016-07-11,2016-07-11,1,1,0,0,0,0,0
"Skayllar2",7,2016-07-11,2017-11-09,487,0.0143737166324435,0,1,0,0.571428571428571,0
"Snigur_pavel",11,2016-07-11,2016-08-15,36,0.305555555555556,0,0.909090909090909,0.0909090909090909,0.545454545454545,0
"SnoopBulldog",8,2016-07-11,2016-08-05,26,0.307692307692308,0,0,0,1,0
"Tango27",721,2016-07-11,2024-01-15,2745,0.262659380692168,0.0679611650485437,0.868238557558946,0.0360610263522885,0.0762829403606103,0.19001386962552
"VLad1952",1285,2016-07-11,2024-09-26,3000,0.428333333333333,0,0.999221789883268,0.00155642023346304,0.000778210116731518,0
"alonezzz",22,2016-07-11,2017-01-11,185,0.118918918918919,0,0.727272727272727,0,0.727272727272727,0
"anilreissokucu",1,2016-07-11,2016-07-11,1,1,0,1,0,0,0
"baby777",1,2016-07-11,2016-07-11,1,1,0,0,0,0,0
"basem1978sy",29,2016-07-11,2023-01-23,2388,0.01214405360134,0.241379310344828,0.172413793103448,0,0.482758620689655,0.137931034482759
"bigspliffs420",7,2016-07-11,2019-03-26,989,0.0070778564206269,0.857142857142857,0.142857142857143,0.142857142857143,0.285714285714286,0
"chessjesus0",1,2016-07-11,2016-07-11,1,1,0,0,0,1,0
"drummerw62",6,2016-07-11,2016-11-09,122,0.0491803278688525,0,0.5,0.166666666666667,0.5,0
"eemshalom",1658,2016-07-11,2024-06-25,2907,0.570347437220502,0.0132689987937274,0.986127864897467,0.051869722557298,0.00904704463208685,0
"erdonnelly84",9,2016-07-11,2024-01-06,2736,0.00328947368421053,0,0,0,1,0
"gunespro",1,2016-07-11,2016-07-11,1,1,0,0,0,1,0
"hbatera",42,2016-07-11,2020-10-16,1559,0.026940346375882,0.0238095238095238,0.166666666666667,0.80952380952381,0.0238095238095238,0
"helloimcaleb",1,2016-07-11,2016-07-11,1,1,0,1,1,0,0
"illcomrade",4,2016-07-11,2016-10-01,83,0.0481927710843374,0,0,0,1,0
"jakafallen123",37,2016-07-11,2016-08-23,44,0.840909090909091,0,0.918918918918919,0.162162162162162,0.675675675675676,0
"mazich",3,2016-07-11,2016-07-13,3,1,0,0,0,1,0
"negsloko",13,2016-07-11,2016-08-30,51,0.254901960784314,0,0.153846153846154,0.0769230769230769,0.923076923076923,0
"okashira",1,2016-07-11,2016-07-11,1,1,0,0,0,1,0
"phplover",1,2016-07-11,2016-07-11,1,1,0,1,0,0,0
"piggio97",740,2016-07-11,2021-11-21,1960,0.377551020408163,0.00135135135135135,0.975675675675676,0.137837837837838,0.0418918918918919,0
"red1728A",161,2016-07-11,2017-08-24,410,0.392682926829268,0,0.987577639751553,0,0.0559006211180124,0
"reibyn24",10,2016-07-11,2018-02-19,589,0.0169779286926995,0,0.9,0,0.2,0
"saaad",3,2016-07-11,2016-07-14,4,0.75,0,0,0,1,0
"sergeysila12",248,2016-07-11,2024-10-06,3010,0.0823920265780731,0.0201612903225806,0.205645161290323,0.633064516129032,0.0967741935483871,0.129032258064516
"sitman",6,2016-07-11,2016-07-16,6,1,0,0.333333333333333,0.333333333333333,1,0
"sonhe",1297,2016-07-11,2024-04-05,2826,0.458952583156405,0.0208172706245181,0.723978411719352,0.247494217424827,0.136468774094063,0
"steke",1458,2016-07-11,2024-10-09,3013,0.483903086624627,0.253772290809328,0.500685871056241,0.0267489711934156,0.186556927297668,0.378600823045267
"superman025",5,2016-07-11,2019-06-12,1067,0.00468603561387067,0,0.6,0.2,0.4,0.4
"sureshtup",19,2016-07-11,2022-07-31,2212,0.00858951175406872,0.315789473684211,0.631578947368421,0.0526315789473684,0.105263157894737,0
"talych48",5,2016-07-11,2016-07-16,6,0.833333333333333,0,0.6,0,0.6,0
"theEternal",429,2016-07-11,2017-09-22,439,0.977220956719818,0,1,0.00233100233100233,0.00699300699300699,0
"theMysteryMan",2,2016-07-11,2017-01-27,201,0.00995024875621891,0,1,0,0.5,0
"twoal",1,2016-07-11,2016-07-11,1,1,0,1,0,0,0
"unesnerenamw",1,2016-07-11,2016-07-11,1,1,0,0,0,1,0
"vibratingmaster",1,2016-07-11,2016-07-11,1,1,0,0,0,1,0
"vorrios",24,2016-07-11,2016-08-09,30,0.8,0,1,0,0.0416666666666667,0
"wingdingss",3,2016-07-11,2020-05-24,1414,0.00212164073550212,0,0.333333333333333,0.333333333333333,0.666666666666667,0
"zetomaluco",3,2016-07-11,2016-10-29,111,0.027027027027027,0,0.333333333333333,0,1,0
"ziedlaarif",24,2016-07-11,2016-08-04,25,0.96,0,0.0833333333333333,0,1,0
"AgnesFire",11,2016-07-12,2017-08-04,389,0.0282776349614396,0,0.727272727272727,0,0,0
"Amirhusein",850,2016-07-12,2023-07-05,2550,0.333333333333333,0.551764705882353,0.427058823529412,0.00235294117647059,0.0670588235294118,0.0258823529411765
"Carpi54",29,2016-07-12,2017-03-20,252,0.115079365079365,0,0.172413793103448,0,0.862068965517241,0
"Dexterismyname",3,2016-07-12,2016-10-13,94,0.0319148936170213,0,0,0,1,0
"HelpUsObi1",5,2016-07-12,2016-07-31,20,0.25,0,0.2,0.2,0.8,0
"HussainMhm2002",4,2016-07-12,2023-04-13,2467,0.0016214025131739,0,0.5,0.5,0.25,0.25
"Illuminatus92",261,2016-07-12,2024-06-24,2905,0.0898450946643718,0.260536398467433,0.708812260536398,0.432950191570881,0.00383141762452107,0.298850574712644
"Jfkr",261,2016-07-12,2019-11-28,1235,0.211336032388664,0.0114942528735632,0.578544061302682,0.421455938697318,0.0421455938697318,0.103448275862069
"Karadok",2009,2016-07-12,2024-10-08,3011,0.667220192627034,0.0358387257341961,0.972623195619711,0.00199104031856645,0.0388252862120458,0
"Kir_Olgovich",2,2016-07-12,2016-07-13,2,1,0,0,0.5,0.5,0
"Kluva_matic",1439,2016-07-12,2024-10-09,3012,0.477755644090305,0.0604586518415566,0.54412786657401,0.625434329395413,0.00138985406532314,0.191799861014593
"Levict",4,2016-07-12,2016-07-15,4,1,0,0.25,0,1,0
"MartinAbscess",706,2016-07-12,2024-09-28,3001,0.235254915028324,0.00424929178470255,0.845609065155807,0.205382436260623,0.00424929178470255,0.00141643059490085
"MatheoF",1,2016-07-12,2016-07-12,1,1,0,1,0,1,0
"Mazluk",2,2016-07-12,2016-08-29,49,0.0408163265306122,0,0,0,1,0
