"username","total_count","earliest","latest","career_length","play_freq","percent_rapid","percent_Blitz","percent_bullet","percent_classic","percent_puzzle"
"karkarys",3,2016-07-01,2016-07-04,4,0.75,0,0,0,1,0
"kilao",106,2016-07-01,2018-01-27,576,0.184027777777778,0.0283018867924528,0.273584905660377,0.0849056603773585,0.933962264150943,0
"llsaill",1,2016-07-01,2016-07-01,1,1,0,0,0,1,0
"majiidam19",10,2016-07-01,2023-07-11,2567,0.00389559797428905,0,0.9,0,0.1,0
"malisch",40,2016-07-01,2022-06-10,2171,0.0184246890833717,0,0,0,0,0
"marcia21",4,2016-07-01,2016-07-04,4,1,0,0,1,0,0
"mohamod888",5,2016-07-01,2016-07-06,6,0.833333333333333,0,0,0,1,0
"mrDewitt",6,2016-07-01,2016-07-09,9,0.666666666666667,0,0.166666666666667,0.166666666666667,1,0
"obiwangregori",1,2016-07-01,2016-07-01,1,1,0,0,0,0,0
"otnv",6,2016-07-01,2016-07-28,28,0.214285714285714,0,0,0,0,0
"puchal",456,2016-07-01,2021-09-07,1895,0.240633245382586,0.0109649122807018,0.883771929824561,0.00219298245614035,0.0482456140350877,0.0986842105263158
"redonur5",1,2016-07-01,2016-07-01,1,1,0,1,0,0,0
"romero00",4,2016-07-01,2016-07-10,10,0.4,0,1,0.5,0.75,0
"seiketsu",924,2016-07-01,2024-10-08,3022,0.305757776307081,0.744588744588745,0.21969696969697,0.00757575757575758,0.101731601731602,0.202380952380952
"spore295",1,2016-07-01,2016-07-01,1,1,0,1,0,1,0
"theking10190",1,2016-07-01,2016-07-01,1,1,0,1,0,0,0
"tm7881",3,2016-07-01,2016-10-26,118,0.0254237288135593,0,0,0,1,0
"useanname",1,2016-07-01,2016-07-01,1,1,0,1,0,0,0
"warrior_tr",8,2016-07-01,2021-06-16,1812,0.00441501103752759,0.5,0.375,0.125,0.125,0.5
"yeto",250,2016-07-01,2024-06-25,2917,0.085704490915324,0.064,0.512,0.764,0.048,0.22
"APKapivarov",2,2016-07-02,2016-07-04,3,0.666666666666667,0,0,0.5,1,0
"A_Faisal95",716,2016-07-02,2024-08-15,2967,0.241321199865184,0.170391061452514,0.92877094972067,0.0824022346368715,0.00837988826815642,0.0209497206703911
"Anastacia83",2,2016-07-02,2016-07-03,2,1,0,0,0,0.5,0
"Ayazilkeayhan",2,2016-07-02,2016-07-03,2,1,0,0.5,0,1,0
"ClarendonCourt",50,2016-07-02,2017-06-02,336,0.148809523809524,0,0.32,0.2,0.12,0
"Compet65",2,2016-07-02,2016-07-10,9,0.222222222222222,0,0,0,1,0
"Crewnies93",2,2016-07-02,2016-07-04,3,0.666666666666667,0,0.5,0,0,0
"Fuiste",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"GSFAZLI",266,2016-07-02,2024-10-09,3022,0.0880211780277962,0.0150375939849624,0.969924812030075,0.0601503759398496,0.0075187969924812,0.0451127819548872
"GieMik",6,2016-07-02,2023-04-09,2473,0.00242620299231702,0.166666666666667,0,0,0.666666666666667,0.333333333333333
"GoldDragon",349,2016-07-02,2020-07-03,1463,0.238550922761449,0.0458452722063037,0.39541547277937,0.699140401146132,0.0601719197707736,0.0114613180515759
"HandicapHOBO",1,2016-07-02,2016-07-02,1,1,0,0,0,0,0
"Jacek22",1596,2016-07-02,2024-10-10,3023,0.527952365200132,0,0.119674185463659,0.909774436090226,0.0012531328320802,0.0457393483709273
"Kiratami",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"Krpy",16,2016-07-02,2019-04-17,1020,0.0156862745098039,0.125,0.9375,0.0625,0.3125,0.0625
"Luzg",3,2016-07-02,2016-07-04,3,1,0,0,0.333333333333333,1,0
"LyndaVictoria",8,2016-07-02,2017-08-03,398,0.0201005025125628,0,0,0.125,0.875,0
"Mikenyffeler",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"Mohamadazaitalab",306,2016-07-02,2024-08-20,2972,0.102960969044415,0.294117647058824,0.205882352941176,0.0130718954248366,0.637254901960784,0
"MrWugaloo",3,2016-07-02,2016-07-04,3,1,0,0.333333333333333,0,1,0
"Nerok",2,2016-07-02,2016-07-03,2,1,0,0,0,1,0
"OLEGarhTop",3,2016-07-02,2017-03-14,256,0.01171875,0,0.333333333333333,0,1,0
"Pawnmaster5000",74,2016-07-02,2017-03-07,249,0.29718875502008,0,0.297297297297297,0.0405405405405405,0.797297297297297,0
"PeKHeee",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"Pekhe",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"RaMilaa",34,2016-07-02,2021-02-14,1689,0.0201302545885139,0,0.705882352941177,0.382352941176471,0.0294117647058824,0
"RabelRowser",3,2016-07-02,2020-01-25,1303,0.00230237912509593,0.333333333333333,0,0,0.666666666666667,0
"Sensei_Vovka",2,2016-07-02,2024-07-08,2929,0.000682826903379993,0,0,0,0.5,0.5
"T3m3ra1r3",12,2016-07-02,2023-02-11,2416,0.00496688741721854,0.333333333333333,0.833333333333333,0,0.0833333333333333,0.0833333333333333
"Theman86",33,2016-07-02,2016-09-07,68,0.485294117647059,0,0,0,1,0
"UsernameUnknowm",6,2016-07-02,2016-07-10,9,0.666666666666667,0,0,0,1,0
"VIRUSsss",38,2016-07-02,2016-09-24,85,0.447058823529412,0,0.131578947368421,0.0526315789473684,0.973684210526316,0
"VeryStrongGM",12,2016-07-02,2016-07-13,12,1,0,0.75,0.416666666666667,0.666666666666667,0
"WaldoMB",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"anon_chess",11,2016-07-02,2016-12-26,178,0.0617977528089888,0,0,0,1,0
"bamboocha",2,2016-07-02,2017-04-27,300,0.00666666666666667,0,0,0.5,0.5,0
"blankk",58,2016-07-02,2023-10-16,2663,0.0217799474277131,0.586206896551724,0.603448275862069,0.0344827586206897,0.0344827586206897,0
"caioalan",1,2016-07-02,2016-07-02,1,1,0,0,1,0,0
"campbell9090",12,2016-07-02,2016-12-03,155,0.0774193548387097,0,0.5,0,0.25,0
"caracola04",2,2016-07-02,2016-07-14,13,0.153846153846154,0,0.5,0.5,1,0
"ckeckmatos",4,2016-07-02,2016-07-09,8,0.5,0,0,0,1,0
"coolCanuck",10,2016-07-02,2021-03-21,1724,0.00580046403712297,0,0.3,0.1,0.5,0.5
"dzonySd",884,2016-07-02,2023-09-27,2644,0.334341906202723,0,1,0.00113122171945701,0,0
"eduXD",2,2016-07-02,2016-07-03,2,1,0,0.5,0,1,0
"fiz334",1242,2016-07-02,2024-07-22,2943,0.422018348623853,0.752012882447665,0.0901771336553945,0.00402576489533011,0.160225442834138,0.00644122383252818
"gassemir",471,2016-07-02,2022-12-12,2355,0.2,0.0679405520169851,0.316348195329087,0.653927813163482,0.205944798301486,0.0445859872611465
"goemannbolsehle",2413,2016-07-02,2024-09-27,3010,0.801661129568106,0.492747617074182,0.679651885619561,0.121425611272275,0.290095317032739,0.00165768752590137
"halgord",91,2016-07-02,2020-01-22,1300,0.07,0.142857142857143,0.274725274725275,0,0.637362637362637,0
"higorfabricio",4,2016-07-02,2016-07-07,6,0.666666666666667,0,1,0.25,1,0
"iamusingmyname",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"iglesiasrodrigo",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"jehf",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"joannealp",2,2016-07-02,2016-07-03,2,1,0,0,0,1,0
"jozzz",13,2016-07-02,2022-03-09,2077,0.00625902744342802,0,0.615384615384615,0.230769230769231,0.384615384615385,0
"kingkaractacus",34,2016-07-02,2023-01-17,2391,0.014219991635299,0,0.764705882352941,0.0882352941176471,0.117647058823529,0.147058823529412
"lamitadmasuno",1354,2016-07-02,2024-10-08,3021,0.448195961602118,0.00369276218611521,0.0849335302806499,0.8301329394387,0,0.00960118168389956
"leonardo_m",46,2016-07-02,2016-10-07,98,0.469387755102041,0,0.260869565217391,0.0869565217391304,0.956521739130435,0
"lucasqwertyuiop",4,2016-07-02,2016-07-07,6,0.666666666666667,0,0.25,0.25,0.75,0
"lukencik356122",4,2016-07-02,2016-07-07,6,0.666666666666667,0,0.25,0.25,1,0
"makschess",816,2016-07-02,2024-10-07,3020,0.270198675496689,0.0955882352941176,0.662990196078431,0.00490196078431373,0.0955882352941176,0.408088235294118
"marwan123",1,2016-07-02,2016-07-02,1,1,0,0,0,0,0
"may0rr",173,2016-07-02,2024-09-25,3008,0.0575132978723404,0.0578034682080925,0.213872832369942,0.294797687861272,0.00578034682080925,0.687861271676301
"mchedester",656,2016-07-02,2024-10-09,3022,0.217074784910655,0.896341463414634,0.141768292682927,0.00152439024390244,0.0259146341463415,0
"mubdynasty",55,2016-07-02,2016-10-04,95,0.578947368421053,0,0.709090909090909,0.472727272727273,0,0
"nima5464",22,2016-07-02,2017-09-07,433,0.0508083140877598,0,0.545454545454545,0.0454545454545455,0.590909090909091,0
"patricVS1482",2,2016-07-02,2016-07-03,2,1,0,1,0,0,0
"pmzt",1,2016-07-02,2016-07-02,1,1,0,1,0,0,0
"prettymonster",10,2016-07-02,2016-07-15,14,0.714285714285714,0,0,0,1,0
"rasa001",10,2016-07-02,2016-07-17,16,0.625,0,0.5,0.3,0.4,0
"reza_cfc",4,2016-07-02,2017-02-10,224,0.0178571428571429,0,0.75,0.25,0.25,0
"sia19",2209,2016-07-02,2024-10-10,3023,0.73073106185908,0.137166138524219,0.741059302851969,0,0.143956541421458,0.0140334993209597
"srele",648,2016-07-02,2023-12-08,2716,0.238586156111929,0,0.782407407407407,0.447530864197531,0.029320987654321,0
"techno1985",1,2016-07-02,2016-07-02,1,1,0,0,0,0,0
"thenewvu",599,2016-07-02,2024-05-08,2868,0.208856345885635,0.0550918196994992,0.404006677796327,0.56093489148581,0.00333889816360601,0.00166944908180301
"vascocamara",1579,2016-07-02,2024-10-10,3023,0.522328812437976,0.0101329955668144,0.974667511082964,0.0360987967067764,0.000633312222925902,0.0987967067764408
"vsphoenix",700,2016-07-02,2024-09-28,3011,0.232480903354367,0.0242857142857143,0.921428571428571,0.238571428571429,0.0557142857142857,0.00285714285714286
"vyom",1,2016-07-02,2016-07-02,1,1,0,0,0,1,0
"zero9012",1,2016-07-02,2016-07-02,1,1,0,0,1,0,0
"Abecasis",5,2016-07-03,2019-07-13,1106,0.00452079566003617,0,0.8,0,0.2,0
"Adezarus",2,2016-07-03,2016-07-05,3,0.666666666666667,0,1,0,0.5,0
"Atikovi",3,2016-07-03,2017-10-24,479,0.00626304801670146,0,0.333333333333333,0.333333333333333,1,0
"BEBEPHENIX",2199,2016-07-03,2024-10-10,3022,0.727663798808736,0.0459299681673488,0.0181900864029104,0.00181900864029104,0.874033651659845,0.390177353342428
"CMelhamamar",2,2016-07-03,2016-07-04,2,1,0,1,0.5,0,0
"Castledknight",172,2016-07-03,2017-04-05,277,0.620938628158845,0,0.988372093023256,0.127906976744186,0.0813953488372093,0
"ChuckNorrisR",261,2016-07-03,2024-10-08,3020,0.0864238410596026,0.199233716475096,0.624521072796935,0.00766283524904215,0.0689655172413793,0.471264367816092
"Defactos",1049,2016-07-03,2024-09-08,2990,0.350836120401338,0.0114394661582459,0.67397521448999,0.0133460438512869,0.00190657769304099,0.525262154432793
"DelAlma",8,2016-07-03,2018-02-23,601,0.0133111480865225,0,0.625,0.25,0.125,0
"Dude1998",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"Eddington13",366,2016-07-03,2021-07-21,1845,0.198373983739837,0.0519125683060109,0.871584699453552,0.207650273224044,0.133879781420765,0
"LALE46",42,2016-07-03,2018-11-14,865,0.0485549132947977,0.833333333333333,0.595238095238095,0,0,0
"LordExodius",3,2016-07-03,2021-05-08,1771,0.00169395821569735,0,0.333333333333333,0,0,0.666666666666667
"Mairil",160,2016-07-03,2017-07-24,387,0.41343669250646,0,0.09375,0,0.9875,0
"MarcoPolAK",1,2016-07-03,2016-07-03,1,1,0,1,0,0,0
"McDMenor",3,2016-07-03,2018-03-05,611,0.00490998363338789,0.333333333333333,0.666666666666667,0,0,0
"Miguelreis",634,2016-07-03,2024-10-01,3013,0.21042150680385,0.0646687697160883,0.753943217665615,0.597791798107255,0.00157728706624606,0.189274447949527
"Nadiltigi",49,2016-07-03,2017-01-06,188,0.26063829787234,0,0.877551020408163,0.0204081632653061,0.224489795918367,0
"PauloHernani",7,2016-07-03,2016-07-13,11,0.636363636363636,0,0.571428571428571,0.428571428571429,1,0
"Prorok123",509,2016-07-03,2021-12-03,1980,0.257070707070707,0.406679764243615,0.316306483300589,0.00785854616895874,0.302554027504912,0
"RattleSnakeHaMmock",1,2016-07-03,2016-07-03,1,1,0,1,0,0,0
"Recoba10",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"Rob_Me_Blind",24,2016-07-03,2024-03-28,2826,0.00849256900212314,0.0416666666666667,0.5,0.0833333333333333,0.416666666666667,0.0416666666666667
"Salfetka13",7,2016-07-03,2017-12-26,542,0.0129151291512915,0.285714285714286,0,0.285714285714286,0.571428571428571,0
"Shuhari",3,2016-07-03,2016-07-06,4,0.75,0,0.333333333333333,0,1,0
"SosBoleta",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"Tasiofr",174,2016-07-03,2021-02-14,1688,0.103080568720379,0.0172413793103448,0,0,0.982758620689655,0.0114942528735632
"Torpedoi",722,2016-07-03,2024-10-09,3021,0.238993710691824,0.371191135734072,0.364265927977839,0.054016620498615,0.0775623268698061,0.28808864265928
"Vitor_Gonca",2,2016-07-03,2020-04-21,1389,0.00143988480921526,0.5,0,0,0.5,0
"Yesman81",402,2016-07-03,2024-05-09,2868,0.140167364016736,0.246268656716418,0.721393034825871,0.0845771144278607,0.082089552238806,0.0796019900497512
"anatoliyvyatkin93",1,2016-07-03,2016-07-03,1,1,0,1,0,0,0
"androdayao",2,2016-07-03,2016-07-04,2,1,0,0,0,1,0
"android_6624",6,2016-07-03,2016-12-29,180,0.0333333333333333,0,0.833333333333333,0.166666666666667,0.166666666666667,0
"azrzczezus",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"bossansgiordano",1,2016-07-03,2016-07-03,1,1,0,1,1,1,0
"carol2309",189,2016-07-03,2017-07-01,364,0.519230769230769,0,0.0211640211640212,0.00529100529100529,0.994708994708995,0
"chess_savage",137,2016-07-03,2017-05-06,308,0.444805194805195,0,0.635036496350365,0.182481751824818,0.905109489051095,0
"damianforese",103,2016-07-03,2020-08-23,1513,0.0680766688697951,0,0.786407766990291,0.0485436893203883,0.41747572815534,0.029126213592233
"fatemehkolivand",4,2016-07-03,2016-07-11,9,0.444444444444444,0,0.75,0.25,0,0
"fatihcetinn",4,2016-07-03,2016-07-06,4,1,0,1,0,0,0
"gannerr",1,2016-07-03,2016-07-03,1,1,0,1,1,1,0
"giovanizamban33",1,2016-07-03,2016-07-03,1,1,0,1,0,0,0
"hlmaths",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"iamvishwa",1,2016-07-03,2016-07-03,1,1,0,1,0,0,0
"jockerleo",3,2016-07-03,2016-07-13,11,0.272727272727273,0,1,0,0,0
"juliancms",17,2016-07-03,2016-08-08,37,0.459459459459459,0,1,0,0,0
"keepcalm03xxx000",6,2016-07-03,2016-09-04,64,0.09375,0,1,0,0,0
"kikemon72",36,2016-07-03,2016-08-24,53,0.679245283018868,0,0,0,1,0
"kolituris",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"l0P3Z",1,2016-07-03,2016-07-03,1,1,0,0,1,0,0
"lsbostos",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"lucianeport",57,2016-07-03,2021-08-27,1882,0.0302869287991498,0,1,0.0526315789473684,0.087719298245614,0.0526315789473684
"marida",2,2016-07-03,2016-10-19,109,0.018348623853211,0,1,0,0,0
"maummn666",1,2016-07-03,2016-07-03,1,1,0,0,0,0,0
"mentalworkout",1,2016-07-03,2016-07-03,1,1,0,1,0,0,0
"meran1337l",1987,2016-07-03,2024-10-08,3020,0.65794701986755,0,0.99446401610468,0,0,0.0211373930548566
"michi10",9,2016-07-03,2016-07-29,27,0.333333333333333,0,1,0,0,0
"nima2k14",5,2016-07-03,2016-07-16,14,0.357142857142857,0,0.2,0,1,0
"pdelac",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"pirataseba",25,2016-07-03,2017-02-23,236,0.105932203389831,0,0.04,0.04,1,0
"pralein",5,2016-07-03,2016-07-07,5,1,0,0,0,1,0
"puppy22222",5,2016-07-03,2016-08-02,31,0.161290322580645,0,0,0,1,0
"rabiaa0012",1,2016-07-03,2016-07-03,1,1,0,0,0,0,0
"radek40",1691,2016-07-03,2024-10-09,3021,0.559748427672956,0.498521584861029,0.0236546422235364,0.00118273211117682,0.641632170313424,0.00118273211117682
"rasor46",854,2016-07-03,2020-11-21,1603,0.532751091703057,0.35480093676815,0.898126463700234,0.522248243559719,0.0983606557377049,0.0339578454332553
"relangty",2,2016-07-03,2016-12-23,174,0.0114942528735632,0,0,0,1,0
"sebbar",26,2016-07-03,2016-11-17,138,0.188405797101449,0,0.230769230769231,0,0,0
"stobmid",1,2016-07-03,2016-07-03,1,1,0,1,0,0,0
"thissiteisgay",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"usenermane",1,2016-07-03,2016-07-03,1,1,0,0,0,1,0
"varianto95",2,2016-07-03,2016-07-08,6,0.333333333333333,0,0,0,0,0
"vaso_01",805,2016-07-03,2023-09-25,2641,0.304808784551306,0.00372670807453416,0.819875776397516,0.0062111801242236,0.177639751552795,0.00124223602484472
"youareunabletobeatme",13,2016-07-03,2016-07-15,13,1,0,0.230769230769231,0.0769230769230769,0.923076923076923,0
"Alex121277",254,2016-07-04,2022-02-23,2061,0.123241145075206,0.586614173228346,0.0590551181102362,0.00393700787401575,0.405511811023622,0.0354330708661417
"Anoyakh",12,2016-07-04,2016-11-13,133,0.0902255639097744,0,0.25,0.0833333333333333,0.916666666666667,0
"ArriaMarcella",6,2016-07-04,2016-07-20,17,0.352941176470588,0,0,0,1,0
"Asphexan",21,2016-07-04,2023-12-14,2720,0.00772058823529412,0.142857142857143,0.0952380952380952,0.0476190476190476,0.238095238095238,0.619047619047619
"Awedron",3,2016-07-04,2020-05-13,1410,0.00212765957446809,0.333333333333333,0,0,0.666666666666667,0
"Baktybek",89,2016-07-04,2019-01-23,934,0.0952890792291221,0.0786516853932584,0.842696629213483,0,0.258426966292135,0
"Banxlovz",344,2016-07-04,2020-05-24,1421,0.242083040112597,0.194767441860465,0.0145348837209302,0.00290697674418605,0.802325581395349,0
"Bcre8ive",46,2016-07-04,2016-10-10,99,0.464646464646465,0,0.717391304347826,0.826086956521739,0.239130434782609,0
"Blutchees22",23,2016-07-04,2016-09-03,62,0.370967741935484,0,0,0,1,0
"BuiltDifferent",2,2016-07-04,2016-07-05,2,1,0,0,0,1,0
"Chanel_Qzn",1,2016-07-04,2016-07-04,1,1,0,1,0,1,0
"ChickenJoeeee",60,2016-07-04,2020-07-30,1488,0.0403225806451613,0,0.5,0.266666666666667,0.333333333333333,0.133333333333333
"Chowder",3,2016-07-04,2016-11-03,123,0.024390243902439,0,0.666666666666667,0,1,0
"DarkMaxou",2,2016-07-04,2016-07-06,3,0.666666666666667,0,0,0,0,0
"ELazzari",1,2016-07-04,2016-07-04,1,1,0,0,0,0,0
"ElCigala",7,2016-07-04,2016-07-22,19,0.368421052631579,0,0,0,1,0
"Euler2",3,2016-07-04,2016-07-07,4,0.75,0,0,0,1,0
"FlyingLeopard",275,2016-07-04,2018-04-17,653,0.421133231240429,0.196363636363636,0.0872727272727273,0.0218181818181818,0.778181818181818,0
"Geek6601",131,2016-07-04,2022-02-14,2052,0.0638401559454191,0.465648854961832,0.0152671755725191,0,0.519083969465649,0.0305343511450382
"GinTrick",1,2016-07-04,2016-07-04,1,1,0,0,0,1,0
"IardeL",7,2016-07-04,2016-11-19,139,0.0503597122302158,0,0.428571428571429,0.142857142857143,0.714285714285714,0
"Inoplanetanin",309,2016-07-04,2019-08-30,1153,0.267996530789245,0.0970873786407767,0.928802588996764,0.106796116504854,0.0809061488673139,0.00323624595469256
"Koll1000",154,2016-07-04,2019-12-12,1257,0.122513922036595,0,1,0.00649350649350649,0,0
"Latifa",2,2016-07-04,2020-12-27,1638,0.00122100122100122,0.5,0.5,0,0.5,0.5
"LionelTETS",4,2016-07-04,2019-05-12,1043,0.00383509108341323,0,0,0.25,0.25,0
"MILIMETRICO",224,2016-07-04,2020-04-06,1373,0.163146394756009,0,0.674107142857143,0.0535714285714286,0.339285714285714,0.0133928571428571
"MaximilianSchach",11,2016-07-04,2021-04-22,1754,0.00627137970353478,0,0.181818181818182,0.545454545454545,0.0909090909090909,0.181818181818182
"McSquinty",49,2016-07-04,2023-11-28,2704,0.0181213017751479,0.0408163265306122,0.673469387755102,0.0612244897959184,0.0816326530612245,0.204081632653061
"Nathan123",24,2016-07-04,2021-12-22,1998,0.012012012012012,0.916666666666667,0,0,0.0416666666666667,0.0416666666666667
"Nimzoblitz",1346,2016-07-04,2024-07-12,2931,0.459228932105084,0,0.87667161961367,0.191679049034175,0.00148588410104012,0.00148588410104012
"Polskibus",1019,2016-07-04,2024-08-19,2969,0.343213203098686,0.0304219823356232,0.695780176643768,0.556427870461237,0.0117762512266928,0.00196270853778214
"Polyphem",7,2016-07-04,2017-01-12,193,0.0362694300518135,0,1,0,0,0
"Rohe",15,2016-07-04,2023-10-31,2676,0.00560538116591928,0,0.733333333333333,0.2,0.533333333333333,0.0666666666666667
"SiR4EveR",2,2016-07-04,2016-07-05,2,1,0,1,0.5,0,0
"TigerSakha",2,2016-07-04,2016-07-05,2,1,0,0,0,1,0
"TopOfTheHill",2,2016-07-04,2016-07-05,2,1,0,1,0,0,0
"Vallentinah",1,2016-07-04,2016-07-04,1,1,0,1,0,1,0
"Virginiern",84,2016-07-04,2021-05-26,1788,0.0469798657718121,0.0238095238095238,0.0357142857142857,0.0119047619047619,0,0.166666666666667
"WrootyX",1,2016-07-04,2016-07-04,1,1,0,0,1,0,0
"Xilef_v1",1,2016-07-04,2016-07-04,1,1,0,1,0,1,0
"YuzokenRevi12",2,2016-07-04,2016-07-05,2,1,0,1,0,0.5,0
"addir69",981,2016-07-04,2023-03-08,2439,0.402214022140221,0.0152905198776758,0.887869520897044,0.036697247706422,0.141692150866463,0.0621814475025484
"anders1508",221,2016-07-04,2022-08-09,2228,0.0991921005385996,0,0.855203619909502,0.212669683257919,0.32579185520362,0.0226244343891403
"aogc9303",114,2016-07-04,2022-10-18,2298,0.0496083550913838,0.0614035087719298,0.771929824561403,0,0.175438596491228,0.043859649122807
"ares1890",2,2016-07-04,2016-07-05,2,1,0,1,0,0.5,0
"chssplyr7",3,2016-07-04,2016-08-06,34,0.0882352941176471,0,0.333333333333333,0,1,0
"davidcugi",1701,2016-07-04,2024-06-18,2907,0.585139318885449,0.000587889476778366,0.999412110523222,0.00117577895355673,0.00117577895355673,0
"dragonofcHess",2,2016-07-04,2016-07-05,2,1,0,1,0,0,0
"drydrei",1,2016-07-04,2016-07-04,1,1,0,0,1,0,0
"eloymp",1,2016-07-04,2016-07-04,1,1,0,1,0,0,0
"enri24que",152,2016-07-04,2018-07-20,747,0.203480589022758,0.00657894736842105,0,0,0.993421052631579,0
"feryfel",4,2016-07-04,2016-07-27,24,0.166666666666667,0,0.5,0,0.5,0
