"time_yr","haz_rate","month"
0,1.21259073368845,"July 2016"
0.0413926940639269,1.14555531579205,"July 2016"
0.0827853881278539,1.08218204451919,"July 2016"
0.124178082191781,1.02134419250012,"July 2016"
0.165570776255708,0.962925222502625,"July 2016"
0.206963470319635,0.906534844229419,"July 2016"
0.248356164383562,0.851808758863051,"July 2016"
0.289748858447489,0.798442680452793,"July 2016"
0.331141552511416,0.746300645968257,"July 2016"
0.372534246575342,0.695365877359736,"July 2016"
0.413926940639269,0.645711548193087,"July 2016"
0.455319634703196,0.597500411334589,"July 2016"
0.496712328767123,0.550941647204407,"July 2016"
0.53810502283105,0.506134189267835,"July 2016"
0.579497716894977,0.463217392854009,"July 2016"
0.620890410958904,0.4224278550677,"July 2016"
0.662283105022831,0.383765912811424,"July 2016"
0.703675799086758,0.347332709047525,"July 2016"
0.745068493150685,0.313355504578825,"July 2016"
0.786461187214612,0.281632207050439,"July 2016"
0.827853881278539,0.252136246136686,"July 2016"
0.869246575342466,0.224921952116253,"July 2016"
0.910639269406393,0.206242329215806,"July 2016"
0.95203196347032,0.191550603381005,"July 2016"
0.993424657534247,0.179421903363413,"July 2016"
1.03481735159817,0.169130758519962,"July 2016"
1.0762100456621,0.160246237336014,"July 2016"
1.11760273972603,0.152743763088992,"July 2016"
1.15899543378995,0.146374044750737,"July 2016"
1.20038812785388,0.141230280939451,"July 2016"
1.24178082191781,0.13713517368512,"July 2016"
1.28317351598174,0.133079132137152,"July 2016"
1.32456621004566,0.1301376880186,"July 2016"
1.36595890410959,0.127799162614863,"July 2016"
1.40735159817352,0.125567983243593,"July 2016"
1.44874429223744,0.123088990004568,"July 2016"
1.49013698630137,0.120507964564302,"July 2016"
1.5315296803653,0.117842845539867,"July 2016"
1.57292237442922,0.114936919998859,"July 2016"
1.61431506849315,0.112158081862928,"July 2016"
1.65570776255708,0.10988823087976,"July 2016"
1.697100456621,0.107640840311392,"July 2016"
1.73849315068493,0.105329118268541,"July 2016"
1.77988584474886,0.103474125012371,"July 2016"
1.82127853881279,0.101884498033914,"July 2016"
1.86267123287671,0.100388288114909,"July 2016"
1.90406392694064,0.0992837360509136,"July 2016"
1.94545662100457,0.0983422196985667,"July 2016"
1.98684931506849,0.0974678652051435,"July 2016"
2.02824200913242,0.0965452684430311,"July 2016"
2.06963470319635,0.0956472788345492,"July 2016"
2.11102739726027,0.0950078518864823,"July 2016"
2.1524200913242,0.0944063693421317,"July 2016"
2.19381278538813,0.0940953242054284,"July 2016"
2.23520547945205,0.0935997448442623,"July 2016"
2.27659817351598,0.0929079331209935,"July 2016"
2.31799086757991,0.0919869661193863,"July 2016"
2.35938356164384,0.0912187435049824,"July 2016"
2.40077625570776,0.0905829476847211,"July 2016"
2.44216894977169,0.0899975175613793,"July 2016"
2.48356164383562,0.0893966670451607,"July 2016"
2.52495433789954,0.0891654595449686,"July 2016"
2.56634703196347,0.0887433886210439,"July 2016"
2.6077397260274,0.088342969690286,"July 2016"
2.64913242009132,0.088334341758921,"July 2016"
2.69052511415525,0.0884407427482226,"July 2016"
2.73191780821918,0.0885921451708156,"July 2016"
2.7733105022831,0.0886110914420229,"July 2016"
2.81470319634703,0.088720988234956,"July 2016"
2.85609589041096,0.0889602326139804,"July 2016"
2.89748858447489,0.0891122141461562,"July 2016"
2.93888127853881,0.0892664098754338,"July 2016"
2.98027397260274,0.0893354052031772,"July 2016"
3.02166666666667,0.0893882242170314,"July 2016"
3.06305936073059,0.0895852878598564,"July 2016"
3.10445205479452,0.0898220411773487,"July 2016"
3.14584474885845,0.090235378563801,"July 2016"
3.18723744292237,0.0908332334623315,"July 2016"
3.2286301369863,0.0913860179001721,"July 2016"
3.27002283105023,0.0921140892356439,"July 2016"
3.31141552511416,0.0931001717622122,"July 2016"
3.35280821917808,0.0941663772256389,"July 2016"
3.39420091324201,0.0950942403576416,"July 2016"
3.43559360730594,0.0961993222228213,"July 2016"
3.47698630136986,0.0972509482441728,"July 2016"
3.51837899543379,0.0981709263159909,"July 2016"
3.55977168949772,0.0992460023097763,"July 2016"
3.60116438356164,0.100385974779432,"July 2016"
3.64255707762557,0.101686572963824,"July 2016"
3.6839497716895,0.103031817526645,"July 2016"
3.72534246575342,0.104343036138266,"July 2016"
3.76673515981735,0.105549385771255,"July 2016"
3.80812785388128,0.10664584594583,"July 2016"
3.84952054794521,0.107700253287698,"July 2016"
3.89091324200913,0.10864038043884,"July 2016"
3.93230593607306,0.109550364499629,"July 2016"
3.97369863013699,0.110451093510193,"July 2016"
4.01509132420091,0.111436212568642,"July 2016"
4.05648401826484,0.112283145487255,"July 2016"
4.09787671232877,0.113068238422415,"July 2016"
4.13926940639269,0.113959673799416,"July 2016"
4.18066210045662,0.114612520433208,"July 2016"
4.22205479452055,0.115089493872904,"July 2016"
4.26344748858448,0.115545720682492,"July 2016"
4.3048401826484,0.116109725475585,"July 2016"
4.34623287671233,0.116638445267922,"July 2016"
4.38762557077626,0.117421428538483,"July 2016"
4.42901826484018,0.118125951165258,"July 2016"
4.47041095890411,0.118761503696699,"July 2016"
4.51180365296804,0.11935381397801,"July 2016"
4.55319634703196,0.119736398370934,"July 2016"
4.59458904109589,0.120321646557341,"July 2016"
4.63598173515982,0.121037163509757,"July 2016"
4.67737442922374,0.12189902192758,"July 2016"
4.71876712328767,0.122877636989207,"July 2016"
4.7601598173516,0.124015109260304,"July 2016"
4.80155251141553,0.125078937239525,"July 2016"
4.84294520547945,0.126121239151582,"July 2016"
4.88433789954338,0.127428605602935,"July 2016"
